时间,风速,发电量,风向,气温,空气密度
2023-01-02 15:00:00,8.9055360979964,2.8674501032004316,172.1457155794981,13.096897540081684,1.1876274169979695
2023-01-02 16:00:00,11.66416383862003,3.0703880927824256,140.67152520167855,12.200799245756073,1.1927128129211022
2023-01-02 17:00:00,11.653708634688046,3.1028610311303377,135.31139122563832,12.845025017574647,1.1959096264412503
2023-01-02 18:00:00,10.954015081097928,2.9256140610877086,136.38983225439267,1.6788426262322709,1.197
2023-01-02 19:00:00,12.916432701359733,2.885265848367867,143.38477444762106,12.158476483331176,1.1959096264412503
2023-01-02 20:00:00,7.383403941688049,1.859375591981438,121.91609313581537,8.626316062805627,1.1927128129211022
2023-01-02 21:00:00,10.808280709993452,3.049549866914018,142.9718041835546,14.1448332726175,1.1876274169979697
2023-01-02 22:00:00,8.27128901907003,2.662511671075963,164.91196827960417,9.81565277241371,1.181
2023-01-02 23:00:00,11.013684056419782,2.9865934750363623,171.89085975898672,11.337046202795177,1.1732822094432807
2023-01-03 00:00:00,9.79749416345184,2.8926539255297303,186.9845112508893,11.354182271319315,1.165
2023-01-03 01:00:00,9.086944081015087,3.1979286405501464,177.27311614663572,19.39848506003864,1.1567177905567194
2023-01-03 02:00:00,10.17241545639993,3.0073198628162783,215.14598419566605,20.543428211595252,1.149
2023-01-03 03:00:00,8.451964585840727,3.0194554793995945,214.3493186631621,17.305825562801395,1.1423725830020306
2023-01-03 04:00:00,5.324761389707084,0.7755841786381366,187.3571421368213,15.43579292923651,1.137287187078898
2023-01-03 05:00:00,5.2382599693214615,0.6872561642486688,212.83923184366847,23.97314231328273,1.13409037355875
2023-01-03 06:00:00,6.231899271622116,1.1549132645552551,207.08990959382788,24.5875111008342,1.133
2023-01-03 07:00:00,5.293997751406626,0.6412274576637556,205.29910032359433,19.766552075135248,1.13409037355875
2023-01-03 08:00:00,6.626590676893738,1.3547550407304239,209.44154056127115,18.364717990162628,1.137287187078898
2023-01-03 09:00:00,1.13990718346332,-0.09365491197017238,224.08924388723028,22.624458786931136,1.1423725830020306
2023-01-03 10:00:00,9.909977756799636,2.8883134028067055,189.96415500879885,24.56918109497466,1.149
2023-01-03 11:00:00,6.944436048052837,1.8196797649403764,196.14801473477223,15.585581764095972,1.1567177905567194
2023-01-03 12:00:00,4.331709314035278,0.4188886542616536,181.22325135701843,12.361083201831212,1.165
2023-01-03 13:00:00,6.532165653545878,1.4873826607490415,152.7720948842528,13.82602303043158,1.1732822094432807
2023-01-03 14:00:00,4.859694106675892,0.47270016578823826,150.60369738665415,12.905759194544222,1.181
2023-01-03 15:00:00,7.620260318657725,2.0034952204149383,165.47717931258364,8.250275462830386,1.1876274169979697
2023-01-03 16:00:00,10.075899085466524,2.9022221789041147,144.024982968522,14.147070020200358,1.1927128129211022
2023-01-03 17:00:00,13.78863354869235,2.9577928114910303,147.50989504501305,9.97764875611249,1.1959096264412503
2023-01-03 18:00:00,11.791326660640939,3.003649993182616,160.44993087815558,5.856187881904999,1.197
2023-01-03 19:00:00,11.444072822018185,2.984906338315601,145.23207890055346,2.495144472852836,1.1959096264412503
2023-01-03 20:00:00,8.513546924494273,2.8911161292998218,102.61507949199381,12.03006213316911,1.1927128129211022
2023-01-03 21:00:00,8.750481355683602,3.0087715009317764,153.59214916891838,12.918939459152828,1.1876274169979697
2023-01-03 22:00:00,8.357773894042607,2.8259959298973745,145.1377713665285,10.091741390114702,1.181
2023-01-03 23:00:00,7.7653638946875985,2.3228137992277995,204.55919517046985,13.981174012017478,1.1732822094432807
2023-01-04 00:00:00,7.720286271682392,2.3606281517687964,187.9853881522835,14.548590307552468,1.165
2023-01-04 01:00:00,7.088225519854116,1.6768125487676466,179.69809108016238,18.63234900414705,1.1567177905567194
2023-01-04 02:00:00,6.203495043731965,1.2699800803871342,213.83023858882373,15.925151406604943,1.149
2023-01-04 03:00:00,4.856621060433807,0.5576534332151645,213.6356232127368,17.154296889261843,1.1423725830020306
2023-01-04 04:00:00,5.909710388878358,0.8401430874942303,184.61199689590353,24.36079442855707,1.137287187078898
2023-01-04 05:00:00,4.611966109562905,0.6502317739276762,240.72787780806232,25.540251140841338,1.13409037355875
2023-01-04 06:00:00,1.8388880177542086,0.25716677176677116,216.88920171865843,21.52762392313518,1.133
2023-01-04 07:00:00,5.090412046426837,0.6964434880544158,251.87902803848823,20.480043382429475,1.13409037355875
2023-01-04 08:00:00,4.982716037511149,0.6040845764804709,216.48252748742354,25.3709025867096,1.137287187078898
2023-01-04 09:00:00,2.4412931278990255,0.04285267962088592,240.60567483010408,18.51106669154685,1.1423725830020306
2023-01-04 10:00:00,4.965767825819928,0.5426593330033974,210.99796299811646,19.166233767957326,1.149
2023-01-04 11:00:00,8.016524002962912,2.599372346950756,211.12932441553198,16.856307425702195,1.1567177905567194
2023-01-04 12:00:00,5.303740098498989,0.7159722302608639,170.16361019034343,10.599282163944249,1.165
2023-01-04 13:00:00,5.875394217255934,1.1430730949062142,175.41326658131644,13.505790440415835,1.1732822094432809
2023-01-04 14:00:00,8.46858096503086,2.9251343456513688,122.97530431975872,11.283220860212491,1.181
2023-01-04 15:00:00,11.046595018653155,2.958765330657659,145.63945678910463,10.423719584812458,1.1876274169979695
2023-01-04 16:00:00,13.981051124191486,2.939869953548827,111.33822599107917,8.546489378684358,1.192712812921102
2023-01-04 17:00:00,12.077075033410912,2.9256283914705503,113.67379499992995,13.679655617927573,1.1959096264412503
2023-01-04 18:00:00,13.139632970113553,3.0514145826406045,117.18391468510751,10.485034693969691,1.197
2023-01-04 19:00:00,11.671746855092362,2.870550664514199,149.74175653581815,7.389020391051856,1.1959096264412503
2023-01-04 20:00:00,9.413524007640236,2.9181662516663747,138.08165413457445,8.462514021273096,1.1927128129211022
2023-01-04 21:00:00,11.70287412018445,3.132448262584107,148.8087350336822,14.634003373759981,1.1876274169979697
2023-01-04 22:00:00,9.680413182930755,2.9045450689175523,154.00824551544483,13.589263358015737,1.181
2023-01-04 23:00:00,9.931688794715836,3.086270492199002,189.96755294812635,9.242439057696505,1.1732822094432807
2023-01-05 00:00:00,6.531300371477679,1.1339769952174987,180.08083915646316,17.846844668421284,1.165
2023-01-05 01:00:00,8.57313924496669,3.145008704217575,196.62359860464088,20.798955606999968,1.1567177905567196
2023-01-05 02:00:00,6.6406353974538685,1.2816974717171288,191.09493614343813,23.853151227327345,1.149
2023-01-05 03:00:00,6.661785015338939,1.3345840076634519,234.80799102671958,19.452379204669914,1.1423725830020306
2023-01-05 04:00:00,5.469457707603642,0.8551322053879835,243.45892890635784,20.504851743868613,1.137287187078898
2023-01-05 05:00:00,4.68638944561309,0.5221615356045811,222.72888312162996,19.901961545970554,1.13409037355875
2023-01-05 06:00:00,5.999404069435481,1.1282709342413852,213.31409940639037,23.9243823930084,1.133
2023-01-05 07:00:00,4.209466144127839,0.23099406369697636,191.14713550866696,24.926009357679646,1.13409037355875
2023-01-05 08:00:00,2.0388677723191226,0.012091566316889207,201.59921455758558,20.388215670242992,1.137287187078898
2023-01-05 09:00:00,1.8526078816444866,-0.031120143849937075,168.47800392287945,20.231408356484884,1.1423725830020306
2023-01-05 10:00:00,6.517203858066959,1.2205998412085217,184.28714959824015,12.838846613142811,1.149
2023-01-05 11:00:00,5.927943251482483,1.061682880543096,198.7862589775189,21.598899512028137,1.1567177905567194
2023-01-05 12:00:00,4.118441620956297,0.4303480393435958,178.9920009880196,10.305070885499717,1.165
2023-01-05 13:00:00,8.572822290820481,2.9663133794959466,214.81848265948125,14.053786895758272,1.1732822094432807
2023-01-05 14:00:00,8.930599099067619,3.152271129929617,150.07886570399222,11.71476450011703,1.181
2023-01-05 15:00:00,8.801503292583762,2.9214299779121657,139.19756002751652,9.48056965610241,1.1876274169979697
2023-01-05 16:00:00,10.8540145791078,3.149846732413704,162.2842488202763,8.27818740474357,1.192712812921102
2023-01-05 17:00:00,13.389392343919152,3.0562239059758265,97.99461205208085,4.2372498625189525,1.1959096264412503
2023-01-05 18:00:00,13.539158927171616,2.877643281452499,105.36465554841024,6.015804387416516,1.197
2023-01-05 19:00:00,11.265880884306204,3.198152426708267,149.81016504210126,10.17944534644397,1.1959096264412503
2023-01-05 20:00:00,10.61433510119999,2.9555522466808974,137.12037277031285,11.8672632710344,1.1927128129211022
2023-01-05 21:00:00,10.714922382213988,3.120511773961445,144.7302741586562,8.080442934782788,1.1876274169979697
2023-01-05 22:00:00,10.469643146335693,3.0145649121929634,138.7569768433135,6.318741408569256,1.181
2023-01-05 23:00:00,8.6410247649437,3.037444122445183,173.1485464420393,10.593426085288673,1.1732822094432809
2023-01-06 00:00:00,8.772446144085805,3.0901206780492307,163.83953490707114,20.558091284558607,1.1650000000000003
2023-01-06 01:00:00,4.492988501203483,0.5209018785689862,193.1017236035581,14.913118890858492,1.1567177905567194
2023-01-06 02:00:00,7.04434955767919,1.647369745063672,179.33032876293524,18.708388989220648,1.1490000000000002
2023-01-06 03:00:00,7.152896711019981,1.813690097237895,208.1718654057434,24.904591335551835,1.1423725830020306
2023-01-06 04:00:00,4.659920173241094,0.5324385045159231,259.4685219802166,20.34751521426417,1.137287187078898
2023-01-06 05:00:00,5.049850387724258,0.6408421380468159,214.9679463882576,22.230800441369514,1.13409037355875
2023-01-06 06:00:00,2.8070117487964157,0.08606517094046616,222.36483623616442,25.383494872268933,1.133
2023-01-06 07:00:00,2.5210212359923396,0.09823360466951567,219.4162022336264,27.862827212901056,1.13409037355875
2023-01-06 08:00:00,5.637874188992684,1.0588232471519454,222.4617713371895,19.99154763619059,1.137287187078898
2023-01-06 09:00:00,4.141422001534145,0.3121968357910601,221.18284474707977,24.83313998185594,1.1423725830020306
2023-01-06 10:00:00,2.5947193960609543,0.20469508967125355,207.64475501353047,18.155413870407042,1.149
2023-01-06 11:00:00,4.5988222826713105,0.40591783798481984,197.23317386506352,14.412766244425345,1.1567177905567194
2023-01-06 12:00:00,5.64388178823626,0.7766964517908714,176.38333231202287,15.748669290922653,1.1650000000000003
2023-01-06 13:00:00,9.908913352176404,3.3276399345113,170.3589374205275,9.45674346587407,1.1732822094432807
2023-01-06 14:00:00,9.476576231751272,3.054002419698924,153.2208914162491,12.416034294388657,1.181
2023-01-06 15:00:00,8.057526082714627,2.573275681478909,111.933020718063,18.79208978391125,1.1876274169979697
2023-01-06 16:00:00,9.184864132803776,3.05952277718342,193.6411570267377,11.388599215485566,1.1927128129211022
2023-01-06 17:00:00,13.383373155917997,3.140729970653459,151.09679280793623,6.957894476317081,1.1959096264412503
2023-01-06 18:00:00,12.84218236019524,3.0407810014617755,115.41361589430898,10.1566057230233,1.197
2023-01-06 19:00:00,8.742230742125379,3.0816221872557192,141.1345459046599,4.478028203835655,1.1959096264412503
2023-01-06 20:00:00,13.11080768617835,2.894143172174348,114.10604237809615,5.780772861717979,1.1927128129211022
2023-01-06 21:00:00,10.238194350091005,3.0983923537244453,138.29616386335107,9.111651424873793,1.1876274169979697
2023-01-06 22:00:00,11.450852532899484,2.976323944196246,127.8602291774842,11.263343599549529,1.181
2023-01-06 23:00:00,8.851005209056796,3.067174248219187,167.32944605757788,9.04953918155051,1.1732822094432809
2023-01-07 00:00:00,10.79501842166395,2.8284880045305303,148.3728954773988,14.080567523668694,1.165
2023-01-07 01:00:00,5.32100642020748,0.7877497681937153,199.41531491587074,16.636786209862002,1.1567177905567194
2023-01-07 02:00:00,6.37075092822263,1.0196599132312967,216.14442161825636,23.625917043515862,1.1490000000000002
2023-01-07 03:00:00,8.632189076769006,2.9724084529563823,195.28019316172222,16.776817700487904,1.1423725830020306
2023-01-07 04:00:00,0.85438776085938,-0.16755488432134286,222.18902725428092,17.770057608518783,1.137287187078898
2023-01-07 05:00:00,5.148672868047525,0.7198749364443813,205.86737514255987,23.25453343812624,1.13409037355875
2023-01-07 06:00:00,4.242929870452288,0.37437299746941843,235.23461928539814,26.452629808182177,1.133
2023-01-07 07:00:00,6.390970862998457,1.1786518877673258,209.69430121175895,24.382185652434103,1.1340903735587498
2023-01-07 08:00:00,7.356070903896246,2.058286110143994,234.75054567123823,22.836233910544447,1.137287187078898
2023-01-07 09:00:00,7.0611156716233054,1.603953267125947,175.58796874669494,19.7910301594878,1.1423725830020306
2023-01-07 10:00:00,6.630371226007495,1.0990791498364316,182.4004816980023,21.028314787884504,1.149
2023-01-07 11:00:00,6.903507977130916,1.634088522115551,169.4705306038825,19.55122002027029,1.1567177905567194
2023-01-07 12:00:00,6.891218732860602,1.397627744985446,184.0670751681002,14.228067401446012,1.165
2023-01-07 13:00:00,8.779697599762184,2.9134990356989157,179.45493695921846,10.083574108620573,1.1732822094432807
2023-01-07 14:00:00,12.037657868185356,2.948265342706072,163.11274733565384,8.173633713941587,1.181
2023-01-07 15:00:00,8.139705882474145,2.451912062222769,138.00066427879133,11.97934858465062,1.1876274169979697
2023-01-07 16:00:00,9.556232992497948,2.950627241394178,85.12711551086187,3.438976806431822,1.1927128129211022
2023-01-07 17:00:00,10.608184378569929,2.859471811274511,137.30738371214326,12.303770915578802,1.1959096264412503
2023-01-07 18:00:00,12.971842848192674,3.0162383185133046,150.76098168634138,5.6316229195161895,1.197
2023-01-07 19:00:00,11.424956277193445,2.877125474424781,190.1435152496568,8.201189180600165,1.1959096264412503
2023-01-07 20:00:00,12.750719758016078,3.0030146398782014,132.54095241548686,10.17692694365574,1.1927128129211022
2023-01-07 21:00:00,12.467671947997827,3.116200770427121,134.87388462792342,7.2920886054203296,1.1876274169979697
2023-01-07 22:00:00,11.035702932426958,3.078237277029216,163.90509562576315,9.620306472034283,1.181
2023-01-07 23:00:00,7.049633885928703,1.677200500059147,163.2299741059578,13.32535764501659,1.1732822094432807
2023-01-08 00:00:00,11.74554784797303,2.901126268158018,205.50746814526406,12.438837542353163,1.165
2023-01-08 01:00:00,10.46500898547248,3.015917711592258,175.48308386465067,13.86762707082244,1.1567177905567194
2023-01-08 02:00:00,7.008731891990335,1.5866339422819185,197.52304562017946,16.06665326596077,1.149
2023-01-08 03:00:00,3.435729036003662,0.21521028868095027,229.3440666388414,24.28429310776299,1.1423725830020306
2023-01-08 04:00:00,2.518607741505192,-0.09467255740585952,225.1384294229374,23.121977770421495,1.137287187078898
2023-01-08 05:00:00,5.749426929403876,0.9949859615792492,246.6908156181686,20.347905433683497,1.13409037355875
2023-01-08 06:00:00,3.626521625937092,0.2327604175774208,216.26867897140667,25.618278368702292,1.133
2023-01-08 07:00:00,1.5872701351902094,0.24008916253180318,248.73235223038222,20.51414086981391,1.1340903735587498
2023-01-08 08:00:00,2.057512634348299,0.17250706115517428,185.6943357047607,16.076966625303307,1.137287187078898
2023-01-08 09:00:00,4.660582886349361,0.5436049252492812,179.34369892394645,22.747281222973413,1.1423725830020306
2023-01-08 10:00:00,6.5382298668349605,1.3321493801395217,228.08079832918514,23.938692855429725,1.149
2023-01-08 11:00:00,9.63380498297185,2.9270395636298336,191.7938485389084,18.744671375377216,1.1567177905567194
2023-01-08 12:00:00,8.545081524514082,3.0942409295034135,198.41631731759983,9.337989145694733,1.165
2023-01-08 13:00:00,7.596943295770092,2.0862280879429274,170.34256213256975,12.858781438517601,1.1732822094432807
2023-01-08 14:00:00,9.878247324359936,3.11683646329483,157.35918182938607,10.17626600074113,1.181
2023-01-08 15:00:00,10.381865650206542,3.0400823163735287,121.61977766412089,10.477782238439303,1.1876274169979695
2023-01-08 16:00:00,11.839486357137973,3.040799712724976,140.49206546335736,5.529988939118136,1.192712812921102
2023-01-08 17:00:00,10.679320096535816,3.0594526126967962,163.76548254332704,6.272161639406848,1.1959096264412503
2023-01-08 18:00:00,13.042372991825559,2.908037306156244,136.13340588143345,2.739751050931865,1.197
2023-01-08 19:00:00,12.627255198544004,2.897786375612638,150.17490173179652,7.93790573701162,1.1959096264412503
2023-01-08 20:00:00,10.949155974202837,2.8943290551636776,154.11633601757262,3.923109011906874,1.1927128129211022
2023-01-08 21:00:00,10.161003254458816,3.104749691487599,127.92603451337276,10.655419207676427,1.1876274169979697
2023-01-08 22:00:00,11.691126238767849,2.905427841248153,174.64260663505445,8.74835843299087,1.181
2023-01-08 23:00:00,7.750672482845732,2.1577092511600595,162.07856850918947,3.50520401529017,1.1732822094432809
2023-01-09 00:00:00,5.410134365892814,0.8155151582226988,174.80695183410603,17.381274429297385,1.1650000000000003
2023-01-09 01:00:00,4.615651659919086,0.4478320212327752,233.60076080971993,18.552672418457362,1.1567177905567194
2023-01-09 02:00:00,5.288902840806643,0.6737136527278742,214.44606733663016,23.058826143312054,1.1490000000000002
2023-01-09 03:00:00,7.5185741185252715,1.9979166049289512,199.04976466785033,14.386498727982639,1.1423725830020306
2023-01-09 04:00:00,4.794006348034179,0.2974562597935003,220.26190443049413,19.964554610766346,1.137287187078898
2023-01-09 05:00:00,5.649827681918907,0.7708759641759146,224.19906071017243,23.122185491998128,1.13409037355875
2023-01-09 06:00:00,4.039430368436525,0.4352271900174539,258.7218630867799,24.71511767910895,1.133
2023-01-09 07:00:00,4.0469336699430345,0.26490124172739143,224.25587379229015,18.338754797094246,1.13409037355875
2023-01-09 08:00:00,3.165316684051995,-0.03748658361454632,263.13111623691907,23.222583103457147,1.137287187078898
2023-01-09 09:00:00,5.416756782178001,0.6637648165577635,185.88515120499395,18.941523523664234,1.1423725830020306
2023-01-09 10:00:00,5.79804324765509,0.9736344632538743,201.85294492658616,13.43476400953979,1.149
2023-01-09 11:00:00,7.647708927303839,2.185744610145448,176.38974818568235,14.8185093996652,1.1567177905567194
2023-01-09 12:00:00,8.152035189843833,2.57669015309695,170.10342789160774,16.543131409841614,1.1649999999999998
2023-01-09 13:00:00,7.965457594796095,2.362321453092205,158.89071287819965,7.489553422080965,1.1732822094432807
2023-01-09 14:00:00,6.106170518893986,0.9550039137584346,143.27386640002257,12.911155518826295,1.181
2023-01-09 15:00:00,11.941889414185782,3.036818503641201,182.78363094631806,10.193279757712954,1.1876274169979695
2023-01-09 16:00:00,10.190307264670048,3.083787041766779,169.48006340655053,7.310219538289275,1.1927128129211022
2023-01-09 17:00:00,10.918489703491337,3.1288880002051846,144.58622804627433,2.367000859734703,1.1959096264412503
2023-01-09 18:00:00,14.170967621423452,2.8889412641309957,125.51296210221258,2.3351535296975516,1.197
2023-01-09 19:00:00,12.794795851280934,3.136552298040619,122.86867696143813,6.077148454290386,1.1959096264412503
2023-01-09 20:00:00,11.676654364559157,2.994338791273554,155.8650316592556,4.696976704069533,1.1927128129211022
2023-01-09 21:00:00,10.394840392248975,3.0026571963404307,154.1832138713289,8.341869934035714,1.1876274169979697
2023-01-09 22:00:00,9.82833818311869,3.089359204063146,154.6034809280081,13.718546472044862,1.1810000000000003
2023-01-09 23:00:00,9.657850114503534,2.9459046096520267,179.17700311639504,12.110383986932021,1.1732822094432809
2023-01-10 00:00:00,9.237173475892865,2.7836196998650973,197.82141081820976,14.098665186806487,1.1650000000000003
2023-01-10 01:00:00,11.063051154855346,3.070486154819576,188.56605642907365,16.171594033825667,1.1567177905567196
2023-01-10 02:00:00,11.828183956511284,3.034857074429507,186.75348174623815,22.04020579289508,1.1490000000000002
2023-01-10 03:00:00,6.77979113177787,1.463121724975494,185.39749181685445,24.536963911949403,1.1423725830020306
2023-01-10 04:00:00,1.3330519131666403,0.07364873348576255,223.98377665712908,23.194004366796054,1.137287187078898
2023-01-10 05:00:00,3.3373067297130152,0.26150127619507857,266.81158164566796,23.13718116250772,1.13409037355875
2023-01-10 06:00:00,8.653016273942198,2.848799368793842,202.78673460097514,23.688687844567884,1.133
2023-01-10 07:00:00,6.45895365842246,1.2984825259339032,245.4560438036892,27.0112623170718,1.13409037355875
2023-01-10 08:00:00,6.068337007564294,0.8472352854453775,205.46001998336408,23.35696151053719,1.1372871870788979
2023-01-10 09:00:00,5.266872210199856,0.6904671983726727,202.339174435133,25.224170978762032,1.1423725830020306
2023-01-10 10:00:00,3.770326600761035,0.22055544448555192,220.79846960235668,17.742745444038782,1.149
2023-01-10 11:00:00,10.177958390431199,3.049190901742724,186.54169389636982,13.063845301715887,1.1567177905567192
2023-01-10 12:00:00,5.930219472872221,0.8959424111420617,184.96519592980985,12.992821548102892,1.1649999999999998
2023-01-10 13:00:00,9.818375989789478,2.957851346414848,172.93503809463405,11.241056846923772,1.1732822094432807
2023-01-10 14:00:00,6.51694466950605,1.0098541323769783,144.02104676473166,15.813583783208852,1.1810000000000003
2023-01-10 15:00:00,9.370033109372674,3.055750382103384,166.08214596500937,11.552386984115667,1.1876274169979695
2023-01-10 16:00:00,12.346310203652024,2.9911600083205925,139.79721308504443,6.159427196771651,1.1927128129211022
2023-01-10 17:00:00,10.259815978769957,3.008724143782061,108.76313283864708,9.697826920485543,1.1959096264412503
2023-01-10 18:00:00,10.233077739069282,2.8506569263965273,117.15031961734792,6.611256666724054,1.197
2023-01-10 19:00:00,10.999624134786396,3.0398062174853004,74.20028086779406,12.176248465918345,1.1959096264412503
2023-01-10 20:00:00,8.11175018205584,2.7329477437232605,142.0686974731931,7.070693035657349,1.1927128129211022
2023-01-10 21:00:00,7.351158152898595,1.892520107814297,174.26152411358186,4.726477979271817,1.1876274169979697
2023-01-10 22:00:00,11.280102246174852,3.0650088908081643,136.55700344440066,10.439746800497913,1.1810000000000003
2023-01-10 23:00:00,8.33320126782421,2.696696603124684,180.0639081371563,11.929984642947915,1.1732822094432809
2023-01-11 00:00:00,9.836329545342513,2.9923143809952943,188.61134768123773,10.970320056154968,1.1650000000000005
2023-01-11 01:00:00,9.876613677588493,2.846865938604183,176.60930651786325,18.82828763265508,1.1567177905567194
2023-01-11 02:00:00,9.27893700897659,3.0788121804693462,233.23068312636343,23.274156490951146,1.149
2023-01-11 03:00:00,2.9572529518180937,0.1403958069400434,206.36659634889637,17.289401278323794,1.1423725830020306
2023-01-11 04:00:00,4.24394548074611,0.2457812954355741,259.1765107670307,24.846334409042015,1.137287187078898
2023-01-11 05:00:00,6.3159662903840665,1.131849406106913,190.75308280300362,20.90751412834613,1.13409037355875
2023-01-11 06:00:00,6.136025854005967,1.1174756680369267,219.61728896817513,22.92584433013018,1.133
2023-01-11 07:00:00,9.520523570303547,3.0923865015964176,220.4616217026749,22.338089937117168,1.13409037355875
2023-01-11 08:00:00,3.4010169666081387,0.33719682966169173,218.15888274388624,21.854070635068755,1.1372871870788979
2023-01-11 09:00:00,7.9368848359175725,2.3917598570061442,226.1464248391606,22.076102265477612,1.1423725830020304
2023-01-11 10:00:00,6.892919939290084,1.4389889508435523,270.46254635325806,15.92745207865681,1.149
2023-01-11 11:00:00,3.541907147613255,0.23759718656849393,200.7481801003083,20.950452688138803,1.1567177905567196
2023-01-11 12:00:00,6.481009502367208,1.4880438609332436,180.48480485250948,16.51062827015028,1.165
2023-01-11 13:00:00,8.884808381359571,2.8377251594677486,146.42915249903632,15.436195968199051,1.1732822094432807
2023-01-11 14:00:00,5.709614792421807,0.7999390147550334,119.69787054692475,8.659802141224626,1.1810000000000003
2023-01-11 15:00:00,5.652918469085934,0.9300851556474097,171.58541147396716,5.998824167395888,1.1876274169979695
2023-01-11 16:00:00,6.837910785472808,1.553395078555613,130.09317371138624,11.619937065347731,1.192712812921102
2023-01-11 17:00:00,11.277471633872223,2.94549802717352,188.61650488190423,3.7993456520960533,1.1959096264412503
2023-01-11 18:00:00,10.000642972334457,3.0220113873301453,152.3642323677111,7.447915723676324,1.197
2023-01-11 19:00:00,9.738440203461797,3.0977545201854317,143.36452728595106,10.329580884751255,1.1959096264412503
2023-01-11 20:00:00,9.61251229659424,2.99016636578075,148.91143474754244,7.691390862409908,1.1927128129211022
2023-01-11 21:00:00,7.55120714367475,2.052709346572913,156.25973014771444,12.853376939596473,1.1876274169979697
