时间,电力负荷,温度,湿度,是否工作日
2023-01-04 11:00:00,138.1621565654322,19.576026660499178,68.28562587243786,1
2023-01-04 12:00:00,157.37230628743532,19.713607258732782,57.998115564782914,1
2023-01-04 13:00:00,149.016841837663,12.083070548575435,56.424528763039596,1
2023-01-04 14:00:00,151.19754299510004,14.75820075210972,63.21629882554367,1
2023-01-04 15:00:00,146.90521065350384,10.429764017132252,76.85243042549672,1
2023-01-04 16:00:00,133.54519069212105,14.0859167888361,59.89903895138501,1
2023-01-04 17:00:00,140.59330238218467,8.692120913322713,66.40968529404506,1
2023-01-04 18:00:00,116.44512242837436,9.64970225261426,81.64862678136956,1
2023-01-04 19:00:00,103.29146612333341,8.434068212896104,85.66161640443448,1
2023-01-04 20:00:00,94.49974622278519,16.556300017715607,77.63326833422055,1
2023-01-04 21:00:00,66.58400454521613,11.965203889780788,73.1770427545241,1
2023-01-04 22:00:00,80.46752246733193,20.497671130437602,90.43469840405012,1
2023-01-04 23:00:00,64.37374060254315,19.854264835329584,87.83241791081285,1
2023-01-05 00:00:00,52.82713139006096,21.44620018200616,82.487709207068,1
2023-01-05 01:00:00,37.15746157279387,23.694389892977764,73.64405967022844,1
2023-01-05 02:00:00,37.38346736826627,26.181391894648755,75.54886582534272,1
2023-01-05 03:00:00,69.09588273857175,21.288050073828646,72.68530086009689,1
2023-01-05 04:00:00,75.086420478624,27.823603855392115,72.59680633566275,1
2023-01-05 05:00:00,74.4108574189477,32.194732176443644,75.5887723384149,1
2023-01-05 06:00:00,87.72569440490189,29.853308449577682,70.2356168402156,1
2023-01-05 07:00:00,120.66762531692257,25.443688722479955,58.24001492833039,1
2023-01-05 08:00:00,109.62820628897556,28.50304068611198,68.73205779442573,1
2023-01-05 09:00:00,148.35439380953585,32.18338436063195,62.19335443290846,1
2023-01-05 10:00:00,130.9173880603921,28.740675146604158,63.479848084290246,1
2023-01-05 11:00:00,151.3525357881861,22.402178422927115,67.47249834432616,1
2023-01-05 12:00:00,143.436140460159,22.85434783117426,55.34912448417543,1
2023-01-05 13:00:00,151.1004908429257,16.312288487870635,62.11480069155214,1
2023-01-05 14:00:00,134.68245538572887,9.888385239519847,61.548714713671,1
2023-01-05 15:00:00,130.59973521625326,10.155534223745864,58.67360160785168,1
2023-01-05 16:00:00,122.33151697160605,16.02841226768021,70.79100007543974,1
2023-01-05 17:00:00,99.89140291496017,9.518762491621404,84.2240176101639,1
2023-01-05 18:00:00,104.4305686718501,9.269848061874946,64.96107964294265,1
2023-01-05 19:00:00,78.99923729780696,9.441227148284673,76.21170163149847,1
2023-01-05 20:00:00,69.83632606424867,17.052155730874635,81.35313913104584,1
2023-01-05 21:00:00,51.87349241223637,17.80680893422071,79.98769727543822,1
2023-01-05 22:00:00,28.29771844047381,21.656340700344398,79.38984063242563,1
2023-01-05 23:00:00,47.06575627719374,16.93467391777463,73.36412413483774,1
2023-01-06 00:00:00,60.627595972492685,20.886873466241283,80.25690798295764,1
2023-01-06 01:00:00,46.10119332089036,18.03826280276283,73.9222515298359,1
2023-01-06 02:00:00,43.10756776979765,29.430803278354823,64.84440400464014,1
2023-01-06 03:00:00,48.66719440495347,23.56772915806167,79.46006236788969,1
2023-01-06 04:00:00,61.92610068448399,29.310580729132273,75.73447891179507,1
2023-01-06 05:00:00,79.28168065298959,26.36735067999215,68.59207003201361,1
2023-01-06 06:00:00,74.99331360327508,28.233399519783912,66.98390507555709,1
2023-01-06 07:00:00,110.93561095817829,27.14747096974158,68.998485376832,1
2023-01-06 08:00:00,119.05525491077599,26.836628255816937,62.97127382821844,1
2023-01-06 09:00:00,129.48863807277027,25.45369970241854,65.14778150664925,1
2023-01-06 10:00:00,134.68746933368274,23.35519361522477,58.557108100626415,1
2023-01-06 11:00:00,135.54389964775686,25.08819218636613,66.69971274080287,1
2023-01-06 12:00:00,143.83005411603173,16.685411620812438,62.510954361406604,1
2023-01-06 13:00:00,141.36587440823072,18.07343383001639,63.264188303113826,1
2023-01-06 14:00:00,126.96230483617524,18.65387745691668,57.85568202690692,1
2023-01-06 15:00:00,116.8707630867219,11.38934309459434,67.9476780061875,1
2023-01-06 16:00:00,113.3200047089834,9.18598928991281,64.89767559994289,1
2023-01-06 17:00:00,115.78259552644144,9.649167861568564,68.47482121959932,1
2023-01-06 18:00:00,75.01037099982453,13.53917562508213,70.08459022389081,1
2023-01-06 19:00:00,59.835236843713105,10.923064629969389,71.04193002724969,1
2023-01-06 20:00:00,64.1490501687287,9.746103078332819,88.77428147075678,1
2023-01-06 21:00:00,52.70497971559636,14.380562141698642,86.02900157709934,1
2023-01-06 22:00:00,46.033588210845686,11.693123550490727,89.55731840572564,1
2023-01-06 23:00:00,41.794682420995116,19.455888080303627,73.74573085428905,1
2023-01-07 00:00:00,39.331347804291354,21.225821923105304,79.44924301781128,0
2023-01-07 01:00:00,58.21571342220681,21.664765037608554,71.23853328889507,0
2023-01-07 02:00:00,32.353060376652316,22.484242604658306,72.31553814354758,0
2023-01-07 03:00:00,48.07306104350956,24.411025045015105,68.89646634823816,0
2023-01-07 04:00:00,65.73082274914893,30.264706046882118,77.14046984479266,0
2023-01-07 05:00:00,62.44052998397169,33.34619977035787,66.35261675724942,0
2023-01-07 06:00:00,90.10482630631869,28.088076758913616,71.18042830299866,0
2023-01-07 07:00:00,121.46902426304561,31.034418373545133,66.64749976119677,0
2023-01-07 08:00:00,117.17223523359901,22.39917298203818,73.36776930485198,0
2023-01-07 09:00:00,129.67571846715362,25.31721461989388,53.23047261714406,0
2023-01-07 10:00:00,122.76299288813551,24.906823201387294,66.34068530392966,0
2023-01-07 11:00:00,134.24604758469803,19.859140200079707,65.87199839993677,0
2023-01-07 12:00:00,138.41140654740005,17.190480875631213,56.04013154160801,0
2023-01-07 13:00:00,137.33251069753047,15.408470879568132,67.32959526745026,0
2023-01-07 14:00:00,148.38107848989904,15.876578184979124,65.88671228559822,0
2023-01-07 15:00:00,133.24562001721802,12.366945132915404,65.37551743491191,0
2023-01-07 16:00:00,106.24879078126908,4.625052262180699,64.93777275255515,0
2023-01-07 17:00:00,107.8193703900855,3.978641279204119,68.07068759499586,0
2023-01-07 18:00:00,97.44558783560724,8.179404466428474,84.41052884440106,0
2023-01-07 19:00:00,90.97390848072604,11.713801495269971,76.37651878153324,0
2023-01-07 20:00:00,83.36877721632315,3.0972314339799105,82.06107446332926,0
2023-01-07 21:00:00,47.10708937303336,11.429741659679632,75.41780935881955,0
2023-01-07 22:00:00,41.25352504931409,13.421256430447734,76.05621616389614,0
2023-01-07 23:00:00,31.841300447039828,21.576822883600126,85.27012999831658,0
2023-01-08 00:00:00,56.05980140893018,18.844934564861408,72.34509321049916,0
2023-01-08 01:00:00,64.81729243000993,23.73715740524799,75.63000257538918,0
2023-01-08 02:00:00,75.07207497666909,25.42377142026239,75.96414958489407,0
2023-01-08 03:00:00,72.43515070424739,20.679368372443875,74.0439642745213,0
2023-01-08 04:00:00,80.40152476745155,30.964875687739596,70.04708338750407,0
2023-01-08 05:00:00,97.22662766736137,30.305447779259545,70.31286405323783,0
2023-01-08 06:00:00,100.34857098369977,31.52480591902377,69.30281041361764,0
2023-01-08 07:00:00,142.58633947207377,41.43797138219966,67.30008304055083,0
2023-01-08 08:00:00,117.72338972881943,22.407915219348624,56.9205565009889,0
2023-01-08 09:00:00,146.05274484828462,32.2451577611488,59.20691824319869,0
2023-01-08 10:00:00,172.43733238151833,24.137657441798932,66.01833341438035,0
2023-01-08 11:00:00,157.31428976005338,23.450177164234237,64.6130299858025,0
2023-01-08 12:00:00,157.09960964998507,19.863463264096275,54.04272847433786,0
2023-01-08 13:00:00,153.77183708634917,16.13910054878066,64.05132808684547,0
2023-01-08 14:00:00,150.59735337159788,13.290501215283728,54.31486122359303,0
2023-01-08 15:00:00,158.2338238060927,13.917458394853556,66.7475732449808,0
2023-01-08 16:00:00,112.08138088670492,6.788224872140577,78.54628527114502,0
2023-01-08 17:00:00,137.5252892680893,12.592479239674613,66.92677126589686,0
2023-01-08 18:00:00,95.06042847549855,8.751416785344238,69.98985313801352,0
2023-01-08 19:00:00,93.7425244525298,6.9505337199882415,80.19325359461011,0
2023-01-08 20:00:00,80.1075557970134,9.989707388168174,70.43641687962374,0
2023-01-08 21:00:00,79.98019363837984,16.70037983872224,76.20853111773212,0
2023-01-08 22:00:00,50.2174862919406,13.393994738951328,82.93768658291309,0
2023-01-08 23:00:00,65.87543534636602,18.487170403603645,76.68877671361984,0
2023-01-09 00:00:00,95.47972588222912,17.80713117285358,77.91312433220196,1
2023-01-09 01:00:00,63.358598288979074,24.861956000796063,81.42699996649071,1
2023-01-09 02:00:00,83.93242113624262,27.056523216370614,77.90174294721571,1
2023-01-09 03:00:00,83.41146881206711,32.616894311754706,74.82119324679806,1
2023-01-09 04:00:00,104.69550171129094,28.133562201346738,69.24693841623467,1
2023-01-09 05:00:00,112.73715516839208,31.6652226771644,70.184070724103,1
2023-01-09 06:00:00,119.1217605589175,30.294202618616833,65.21986823402979,1
2023-01-09 07:00:00,143.40630475319736,33.54687360847972,65.9159233628831,1
2023-01-09 08:00:00,168.68011074722804,26.503756875018198,59.36491541873814,1
2023-01-09 09:00:00,159.132930791415,29.30608375049732,59.714848860944976,1
2023-01-09 10:00:00,176.23547926006432,24.415908111649955,55.0947301422356,1
2023-01-09 11:00:00,161.15019138510237,22.395625919699715,59.96475599790196,1
2023-01-09 12:00:00,166.2722658811805,20.27525745334512,56.85202141359896,1
2023-01-09 13:00:00,178.9069837426178,18.168530738254823,56.72369633427449,1
2023-01-09 14:00:00,184.0790601239422,14.65131287063413,65.49929320974402,1
2023-01-09 15:00:00,164.89810219654458,13.573071737646107,67.57659761396725,1
2023-01-09 16:00:00,147.90604934412906,16.07410013484217,72.971818862158,1
2023-01-09 17:00:00,139.02049595872018,13.297090793954972,69.51060700436629,1
2023-01-09 18:00:00,113.63255230966341,12.60746377749069,76.2017325996552,1
2023-01-09 19:00:00,119.29083065778822,8.974123159037703,79.12709254811413,1
2023-01-09 20:00:00,110.05996027259468,8.672023477470642,80.37429349482994,1
2023-01-09 21:00:00,86.41038726170244,15.794833862847781,75.24403785314661,1
2023-01-09 22:00:00,78.33493798254365,17.62814037758938,80.70229830636028,1
2023-01-09 23:00:00,80.74912063142766,21.82982157622773,81.68090743234016,1
2023-01-10 00:00:00,75.93136088323051,18.18805812209231,79.12886660279653,1
2023-01-10 01:00:00,81.39094078292483,21.899544484944165,67.27368312306012,1
2023-01-10 02:00:00,108.0945059460797,20.081547512423697,76.59646064940031,1
2023-01-10 03:00:00,92.62296217684913,25.893654493682856,84.54975646230726,1
2023-01-10 04:00:00,101.91515672342425,31.649965569582726,69.14235346879994,1
2023-01-10 05:00:00,111.13218793215884,28.259772125206087,64.6933796584816,1
2023-01-10 06:00:00,138.04047795863582,31.921439385602472,67.70527443308556,1
2023-01-10 07:00:00,141.77726876658147,29.087748944897246,65.18878636558703,1
2023-01-10 08:00:00,149.2048278604222,29.63242512250907,67.8132513714101,1
2023-01-10 09:00:00,179.31693762569395,23.627993642418474,54.33835295329824,1
2023-01-10 10:00:00,188.29585847799478,25.255628348901702,63.701420367870625,1
2023-01-10 11:00:00,173.14061390070282,13.61478253832304,63.091904354190454,1
2023-01-10 12:00:00,162.2331587300303,19.439311525514047,60.19629304704045,1
2023-01-10 13:00:00,189.31998645645908,12.52038981782937,63.98736517469291,1
2023-01-10 14:00:00,167.45353017525838,18.617983549640453,69.35327487845886,1
2023-01-10 15:00:00,174.31015329459154,15.261154246428061,70.87447563482121,1
2023-01-10 16:00:00,136.3975200665181,12.739758908053858,63.3423536270465,1
2023-01-10 17:00:00,153.01548388175564,14.903760418587456,75.7670257860192,1
2023-01-10 18:00:00,119.08683895082865,7.153250437525488,73.83802534030883,1
2023-01-10 19:00:00,125.61524717917568,15.58283133085599,76.7374751768234,1
2023-01-10 20:00:00,106.44128892200084,14.13632065493677,78.51640941068044,1
2023-01-10 21:00:00,86.45382499034267,12.219266326477685,78.62109132316601,1
2023-01-10 22:00:00,84.02692492514674,18.40686044154883,85.91401838053966,1
2023-01-10 23:00:00,90.01545149875007,14.09292901173988,79.4416161528208,1
2023-01-11 00:00:00,71.73661931350352,17.52645751541698,73.49524362634098,1
2023-01-11 01:00:00,78.2755132726226,20.762421281306104,75.7384221350669,1
2023-01-11 02:00:00,97.2408104382841,23.413066875807953,76.68748611358528,1
2023-01-11 03:00:00,69.82991960591329,23.901394883584718,79.6331751868063,1
2023-01-11 04:00:00,112.04980053203741,32.32950323913036,73.95802323732903,1
2023-01-11 05:00:00,109.03028190245728,28.882695061781185,64.081088754023,1
2023-01-11 06:00:00,111.98983429911989,31.05751490507064,78.26448121792303,1
2023-01-11 07:00:00,120.66549078008731,27.94820416364964,64.95077186814407,1
2023-01-11 08:00:00,144.18647087458083,23.198444136198837,68.22652923432311,1
2023-01-11 09:00:00,165.69951496092312,27.88123988703974,59.86912156495654,1
2023-01-11 10:00:00,163.20345376779775,19.26323507374067,62.711315328522915,1
2023-01-11 11:00:00,184.63551539927806,22.382288312768804,64.33713657052516,1
2023-01-11 12:00:00,156.76591788183558,15.895054883501569,66.99799929051446,1
2023-01-11 13:00:00,169.50307661834404,23.373637546667215,67.58077011197558,1
2023-01-11 14:00:00,152.15501052744193,17.734088166524167,68.56697247083197,1
2023-01-11 15:00:00,160.41933266792824,13.246193561948969,64.93746507870841,1
2023-01-11 16:00:00,155.3465486833242,15.13086599511962,66.19871997763484,1
2023-01-11 17:00:00,130.26100910066668,7.801793804712109,73.32927240386277,1
2023-01-11 18:00:00,95.53553621607983,11.630438136010278,78.82710872717676,1
2023-01-11 19:00:00,110.6762039951901,10.940173038265456,75.25950118286278,1
2023-01-11 20:00:00,101.04506029968627,12.131806206156625,83.4762842842439,1
2023-01-11 21:00:00,90.4152832726408,16.745992688454827,86.63538999458821,1
2023-01-11 22:00:00,90.83422651135079,17.197476308339404,75.37387629963723,1
2023-01-11 23:00:00,62.82084667140727,18.277980537449853,75.67560243308546,1
2023-01-12 00:00:00,61.32448627215337,15.035337691315112,78.39109897373014,1
2023-01-12 01:00:00,68.2011090279752,19.708051565186814,79.24413475586152,1
2023-01-12 02:00:00,43.535179188361774,24.631873199212826,73.17117746069765,1
2023-01-12 03:00:00,72.51350441751127,27.35118493469543,80.24811465965676,1
2023-01-12 04:00:00,74.68052690757217,25.269642863822614,73.06288412017712,1
2023-01-12 05:00:00,91.01614623150638,36.89428828962595,68.53100038896191,1
2023-01-12 06:00:00,108.29909005303224,34.54918216576072,58.65898401518594,1
2023-01-12 07:00:00,112.9409918316394,31.465613224068132,57.04781623111664,1
2023-01-12 08:00:00,123.16524442603276,28.876364621695622,63.254621795737066,1
2023-01-12 09:00:00,140.6691884518565,26.43444090216202,49.964715602068495,1
2023-01-12 10:00:00,137.45113601824278,22.144244619933293,65.10770615321603,1
2023-01-12 11:00:00,142.51036524325045,22.820632006581796,59.349024826071535,1
2023-01-12 12:00:00,161.91605804721394,20.773257620428254,77.12249057971685,1
2023-01-12 13:00:00,141.98067618051573,13.686527822529918,73.83350983816501,1
2023-01-12 14:00:00,155.18672041596295,16.002529251734696,63.2987421242295,1
2023-01-12 15:00:00,145.25357720551577,12.463155041660281,65.98121372202237,1
2023-01-12 16:00:00,113.06425792974292,5.616323288523441,74.03535775742529,1
2023-01-12 17:00:00,111.53763094941837,7.759586704770811,80.18209790183198,1
2023-01-12 18:00:00,117.3634192481226,8.759183399735067,65.97132307829133,1
2023-01-12 19:00:00,82.71971765112603,16.003804709129888,67.44122735997239,1
2023-01-12 20:00:00,75.87828259455502,13.009405335756888,75.04025042790006,1
2023-01-12 21:00:00,74.8375950908405,8.92248748083485,82.28599418302663,1
2023-01-12 22:00:00,70.15496012125291,16.458108868252907,82.43984884754231,1
2023-01-12 23:00:00,54.860645042750505,12.769897582159686,85.20906322698612,1
2023-01-13 00:00:00,38.926339809447114,23.24807316166122,73.09448662643028,1
2023-01-13 01:00:00,60.8788490588952,21.17481649557157,66.12535210007115,1
2023-01-13 02:00:00,69.08916820511739,24.719091433782488,80.08408350604364,1
2023-01-13 03:00:00,69.48468320485411,31.048457754492045,69.34611990049487,1
2023-01-13 04:00:00,70.95462318201376,24.798763332091635,60.85011049064167,1
2023-01-13 05:00:00,74.12783228482824,25.467903707551706,69.05908387755512,1
2023-01-13 06:00:00,86.89699769079789,28.249202020961985,69.80441007562196,1
2023-01-13 07:00:00,113.41753506414715,32.77439481594863,63.016609652647794,1
2023-01-13 08:00:00,124.48542396525036,24.102215811413863,59.56033361341559,1
2023-01-13 09:00:00,144.7227667451552,18.57460101753377,59.83088257211315,1
2023-01-13 10:00:00,145.20721287094685,23.646523424773005,58.19160529299175,1
2023-01-13 11:00:00,128.71693005321876,24.24341285075797,53.3995584882323,1
2023-01-13 12:00:00,156.02091793359273,23.600785249216486,57.333622346791024,1
2023-01-13 13:00:00,133.86712679767282,16.022325462718594,64.90032811015354,1
2023-01-13 14:00:00,135.06299922606198,13.765720178651996,65.81438017734958,1
2023-01-13 15:00:00,133.50878287820785,16.39063439090177,67.35319776451306,1
2023-01-13 16:00:00,140.65811665420318,5.730520863069353,64.08170777814824,1
2023-01-13 17:00:00,139.7915795715432,9.17517941156029,70.75871904156345,1
2023-01-13 18:00:00,101.86867234772535,10.571271669775173,63.27614313325715,1
2023-01-13 19:00:00,81.07852331403362,11.688397900964418,77.26548800617277,1
2023-01-13 20:00:00,76.24649824116905,9.810325882582967,85.2947129947398,1
2023-01-13 21:00:00,69.47265695577455,13.032255223252047,72.00164560694678,1
2023-01-13 22:00:00,49.493495311569696,7.535017939761028,77.02584252841555,1
2023-01-13 23:00:00,65.70726400103334,15.437064311973238,81.50573984561751,1
2023-01-14 00:00:00,52.26407794255344,21.360526137663403,85.35718744039424,0
2023-01-14 01:00:00,56.69450992709995,19.641308348261166,75.4649483334148,0
2023-01-14 02:00:00,63.42134268196211,25.17695266476879,72.33276088320342,0
2023-01-14 03:00:00,68.97389739745661,28.41168531427357,63.64248555324063,0
2023-01-14 04:00:00,83.55277535533554,27.63260643527109,71.45974045912538,0
2023-01-14 05:00:00,81.09988623004415,30.170649575880393,78.54414534847693,0
2023-01-14 06:00:00,94.68035281117912,27.111802304146163,67.22532394435196,0
2023-01-14 07:00:00,102.2527802760485,29.03942442380254,63.515500417335616,0
2023-01-14 08:00:00,129.7583826568417,30.490902546612055,63.45998709816296,0
2023-01-14 09:00:00,143.55807444508793,27.541986694770777,60.57223371309967,0
2023-01-14 10:00:00,148.3423692013802,23.240406191308193,55.97944724369501,0
2023-01-14 11:00:00,165.55458599856823,23.26083966389759,64.25619362632166,0
2023-01-14 12:00:00,150.50741016234895,22.143829371909852,62.03583334730195,0
2023-01-14 13:00:00,155.59707822101797,11.261985713242357,62.38199484475275,0
2023-01-14 14:00:00,133.04763177846823,18.477222194867696,59.32915733407583,0
2023-01-14 15:00:00,132.1977123852228,11.920167972091312,73.03043839435276,0
2023-01-14 16:00:00,132.7187479262972,12.616215761876305,72.3809639140807,0
2023-01-14 17:00:00,122.2453437131969,13.932482508045002,68.90163066540528,0
2023-01-14 18:00:00,97.92370087399759,5.884978908308602,79.17059263388111,0
2023-01-14 19:00:00,87.25642557693271,8.212418729826675,73.88525049481979,0
2023-01-14 20:00:00,60.78463288383134,10.4740998745285,74.24040699311678,0
2023-01-14 21:00:00,62.08773928324598,10.577671624761237,75.57379067975587,0
2023-01-14 22:00:00,66.66593179661535,20.204809727510423,71.10013812956387,0
2023-01-14 23:00:00,58.56912919725167,14.841493267494405,82.21791785415789,0
2023-01-15 00:00:00,71.80665721381209,18.3333596615394,69.93724987656508,0
2023-01-15 01:00:00,69.05144555735619,23.201357545834135,71.56385225858673,0
2023-01-15 02:00:00,73.66936139705983,21.393551421771733,65.41607248414024,0
2023-01-15 03:00:00,74.99144954593814,25.884025676596686,73.05675280136659,0
2023-01-15 04:00:00,98.98828420202534,29.612613821594913,70.1909475112255,0
2023-01-15 05:00:00,108.31877718876784,28.660677049743146,66.7002840818264,0
2023-01-15 06:00:00,122.02018847992798,29.719839423300154,60.625643161175695,0
2023-01-15 07:00:00,124.83060382845021,28.071261925545567,57.76572654607098,0
2023-01-15 08:00:00,120.66657080128755,24.11684311030209,64.1714248620609,0
2023-01-15 09:00:00,163.57686617686434,28.035847445883192,57.87493407430024,0
2023-01-15 10:00:00,155.8128956291379,30.264799214941725,61.626310712676386,0
2023-01-15 11:00:00,157.0185336740222,22.643395343375524,55.71355061731202,0
2023-01-15 12:00:00,174.33478911913994,20.675792351742647,61.812339445598596,0
2023-01-15 13:00:00,161.8261649152621,19.489977814325368,68.81031877166478,0
2023-01-15 14:00:00,171.40063402968818,11.192008510359905,67.136816472431,0
2023-01-15 15:00:00,159.07539855509435,18.036476162523343,64.45082964359655,0
2023-01-15 16:00:00,149.43569323200478,11.946732351424021,70.34344503919478,0
2023-01-15 17:00:00,116.9313951431207,15.236312434376643,70.46290897959072,0
2023-01-15 18:00:00,129.819439853864,7.800901013428032,74.20086928894506,0
2023-01-15 19:00:00,107.4215530572125,15.79492750478279,74.7450494260033,0
2023-01-15 20:00:00,89.10722860753796,13.665212444259964,77.32874842624501,0
2023-01-15 21:00:00,83.92854561409516,14.588052445691599,80.43277303252819,0
