时间,车流量,平均车速,拥堵指数,天气
2023-01-03 03:00:00,692,59.85976216527317,0.13931426000226077,晴
2023-01-03 04:00:00,821,53.34276270981835,0.23524678065011562,晴
2023-01-03 05:00:00,881,59.37115243273089,0.4014307729766171,晴
2023-01-03 06:00:00,743,57.32729886198444,0.2428513888855544,晴
2023-01-03 07:00:00,1889,48.32587550358278,0.7453750793903159,晴
2023-01-03 08:00:00,2473,46.05745539044501,1.0433396494480274,晴
2023-01-03 09:00:00,1989,50.070383170693646,0.9994584961915377,雨
2023-01-03 10:00:00,1043,53.6802584706821,0.3953279566210326,晴
2023-01-03 11:00:00,977,58.762450204316636,0.5680236930355934,晴
2023-01-03 12:00:00,1024,53.01958303093168,0.21404425958627288,晴
2023-01-03 13:00:00,956,52.352295232104616,0.3974402968149408,晴
2023-01-03 14:00:00,997,59.5643259665985,0.36554567457574133,晴
2023-01-03 15:00:00,1029,52.739988241748904,0.3587033766241315,晴
2023-01-03 16:00:00,1120,51.695801369558986,0.5139939998849627,晴
2023-01-03 17:00:00,1748,38.82900239619526,0.6779522211374295,晴
2023-01-03 18:00:00,2214,43.730392161225886,0.6832719461710356,晴
2023-01-03 19:00:00,1886,46.37229883807485,0.5959281766636695,晴
2023-01-03 20:00:00,756,53.51914384137523,0.37461895152243574,阴
2023-01-03 21:00:00,1076,51.007707421977024,0.26680492889788604,晴
2023-01-03 22:00:00,969,60.06691632199626,0.4627488718299574,晴
2023-01-03 23:00:00,654,52.849479828207,0.2744599047541222,晴
2023-01-04 00:00:00,837,52.3111772280054,0.31782682048155747,阴
2023-01-04 01:00:00,769,56.92997151021066,0.29971654070321224,晴
2023-01-04 02:00:00,812,50.43144557121313,0.37628740434948554,阴
2023-01-04 03:00:00,911,63.26202659345773,0.24688613710144725,阴
2023-01-04 04:00:00,1005,58.985584187876846,0.4062450908347501,晴
2023-01-04 05:00:00,875,49.783740281538684,0.23611571722563968,晴
2023-01-04 06:00:00,896,60.587452751039436,0.3748350918638663,晴
2023-01-04 07:00:00,2037,55.92245731641671,0.8795343491144794,晴
2023-01-04 08:00:00,2557,41.50344815442069,1.0394728391601316,晴
2023-01-04 09:00:00,1899,44.67773260710792,0.8205749615208957,晴
2023-01-04 10:00:00,1165,51.120171993374285,0.39621949866147493,晴
2023-01-04 11:00:00,933,48.25418670348156,0.36736501039145425,晴
2023-01-04 12:00:00,1096,50.616220208042925,0.41478938827496714,阴
2023-01-04 13:00:00,1043,52.78207989008713,0.38703983619183274,晴
2023-01-04 14:00:00,1053,57.251674019589196,0.3414629065382681,雨
2023-01-04 15:00:00,922,55.7942236913606,0.325770051008758,雨
2023-01-04 16:00:00,800,55.2557921729471,0.20905756404970344,雨
2023-01-04 17:00:00,1797,48.59483427433003,0.549728473901174,阴
2023-01-04 18:00:00,2198,42.46886131821376,0.8092371285034722,晴
2023-01-04 19:00:00,1704,54.43759958775258,0.7442750885707048,晴
2023-01-04 20:00:00,991,57.8878991883375,0.42012432676805245,晴
2023-01-04 21:00:00,871,52.55883833176956,0.22289317663702407,晴
2023-01-04 22:00:00,770,50.63994158024659,0.26774148179246493,阴
2023-01-04 23:00:00,884,63.35746032322333,0.4230913832894002,雨
2023-01-05 00:00:00,861,56.9278422548783,0.29961566306579834,晴
2023-01-05 01:00:00,754,58.21248923397311,0.1600115584992775,晴
2023-01-05 02:00:00,975,57.32522429219158,0.6158040555460111,晴
2023-01-05 03:00:00,1100,48.48327609311327,0.4236485500531263,晴
2023-01-05 04:00:00,790,63.54139816782116,0.2000408901811525,晴
2023-01-05 05:00:00,903,53.46559588945842,0.3784795082476533,晴
2023-01-05 06:00:00,975,59.23459833800867,0.38148860129960993,阴
2023-01-05 07:00:00,2228,56.152033401984426,0.7370625987205203,晴
2023-01-05 08:00:00,2426,48.27376880149469,0.9799857947680214,雨
2023-01-05 09:00:00,1906,44.562400200621795,0.8607901715957746,阴
2023-01-05 10:00:00,898,43.03993117992462,0.33612627946271095,阴
2023-01-05 11:00:00,1120,54.20576429542052,0.24215267792391296,晴
2023-01-05 12:00:00,929,56.60463787777974,0.40587890992957293,阴
2023-01-05 13:00:00,913,52.529746571556906,0.4256002253260155,阴
2023-01-05 14:00:00,1016,55.59701777664794,0.3478715515681404,晴
2023-01-05 15:00:00,1015,57.073734002552015,0.3483330549303397,晴
2023-01-05 16:00:00,1080,59.568103314132316,0.6579084812130334,雨
2023-01-05 17:00:00,1809,49.81121002586534,0.6578556115960789,晴
2023-01-05 18:00:00,2224,48.64882557971955,0.7777691876049855,晴
2023-01-05 19:00:00,1789,50.15963366062188,0.7183005837794291,晴
2023-01-05 20:00:00,769,56.32012662839745,0.3653119556359834,阴
2023-01-05 21:00:00,856,53.151196999197424,0.3958738605656916,阴
2023-01-05 22:00:00,858,53.11993724596539,0.09641209109440582,晴
2023-01-05 23:00:00,781,53.816271351264106,0.24661600560105362,晴
2023-01-06 00:00:00,643,57.56355820140947,0.37271064504791523,雨
2023-01-06 01:00:00,712,52.20039890240483,0.3177114232013299,阴
2023-01-06 02:00:00,847,53.505901938213,0.21555113054175312,阴
2023-01-06 03:00:00,969,64.19388985528933,0.5121657292150381,晴
2023-01-06 04:00:00,1068,59.140854654460306,0.5237811357555464,晴
2023-01-06 05:00:00,903,50.697748474818255,0.3316875303056056,晴
2023-01-06 06:00:00,869,59.97469500713753,0.4358402903475385,阴
2023-01-06 07:00:00,1962,53.32321511968532,0.9850752032544499,晴
2023-01-06 08:00:00,2395,47.50361006070266,0.8527053710277099,晴
2023-01-06 09:00:00,2078,46.06626249431227,0.8870544398727502,晴
2023-01-06 10:00:00,1206,49.85769779659513,0.6813730088870952,晴
2023-01-06 11:00:00,929,56.474023444719876,0.4369171488652577,阴
2023-01-06 12:00:00,880,51.36485246109842,0.2768800522970924,晴
2023-01-06 13:00:00,1098,59.991420121990174,0.46346624615365495,阴
2023-01-06 14:00:00,1024,61.77908134189649,0.5469844540255201,雨
2023-01-06 15:00:00,1018,54.69463346670051,0.30573087694430634,晴
2023-01-06 16:00:00,1132,60.03379169174073,0.44979931870054,阴
2023-01-06 17:00:00,1663,49.62549841880395,0.6409922649964122,雨
2023-01-06 18:00:00,2060,46.125449366208855,0.7610821737142307,雨
2023-01-06 19:00:00,1783,56.5822330588165,0.7376869142004153,晴
2023-01-06 20:00:00,906,63.36763302259729,0.35246441502882203,晴
2023-01-06 21:00:00,841,65.61058063596633,0.40075176187655603,晴
2023-01-06 22:00:00,1097,56.17407984792882,0.55323259018218,阴
2023-01-06 23:00:00,795,60.33514681282104,0.1907493710047725,阴
2023-01-07 00:00:00,444,59.32844878346685,0.18472409510716045,阴
2023-01-07 01:00:00,525,64.38945839494237,0.2048821772086016,晴
2023-01-07 02:00:00,622,59.05156768863836,0.26952970562359313,晴
2023-01-07 03:00:00,465,61.696791098719316,0.18474314309056322,晴
2023-01-07 04:00:00,535,51.64640104906816,0.1160542427703973,晴
2023-01-07 05:00:00,660,55.54016308854003,0.409796796306788,阴
2023-01-07 06:00:00,676,60.6872241360706,0.4585526431915117,晴
2023-01-07 07:00:00,601,60.6143730001398,0.2951282279617319,晴
2023-01-07 08:00:00,828,60.35230773732608,0.39118684293767314,晴
2023-01-07 09:00:00,790,56.65100794635098,0.3292861395643936,晴
2023-01-07 10:00:00,1059,51.44294807485347,0.5206756749355107,晴
2023-01-07 11:00:00,1180,53.80124794224901,0.2280070206894238,晴
2023-01-07 12:00:00,1539,52.538276490433184,0.6153653984895607,晴
2023-01-07 13:00:00,1636,53.0260212203423,0.5973519255160953,晴
2023-01-07 14:00:00,1437,47.97401425232711,0.5895144988619253,晴
2023-01-07 15:00:00,1299,52.171764967425425,0.6291749248483576,阴
2023-01-07 16:00:00,1117,53.9668072494822,0.44909179386537995,晴
2023-01-07 17:00:00,462,46.47622099805609,0.14896442279083408,阴
2023-01-07 18:00:00,684,60.74079911831964,0.13341088010989113,阴
2023-01-07 19:00:00,522,58.206346549100985,0.19817100750632677,晴
2023-01-07 20:00:00,580,58.425693973735605,0.29929979997150713,雨
2023-01-07 21:00:00,355,55.64407959962254,0.058166294917687156,晴
2023-01-07 22:00:00,626,59.8007068372622,0.05010961753018106,阴
2023-01-07 23:00:00,571,52.98121867027796,0.4561561919255242,雨
2023-01-08 00:00:00,365,54.7982733789693,0.1797299804000715,阴
2023-01-08 01:00:00,538,60.4468727218571,0.19342484168905477,晴
2023-01-08 02:00:00,526,59.1540274784052,0.34964197670564157,晴
2023-01-08 03:00:00,493,51.145734417897344,0.21144907464927482,晴
2023-01-08 04:00:00,259,66.58831801139095,0.23708608828706157,阴
2023-01-08 05:00:00,494,53.73329564850559,0.32257340827801617,阴
2023-01-08 06:00:00,600,56.332263263411974,0.11292942968999367,晴
2023-01-08 07:00:00,524,66.1115427381427,0.25579099723066995,晴
2023-01-08 08:00:00,564,46.87892697043682,0.39830178037795366,阴
2023-01-08 09:00:00,742,47.75837774090092,0.19696038370528973,晴
2023-01-08 10:00:00,1192,56.24842244101573,0.3782622203489143,阴
2023-01-08 11:00:00,1140,41.90571616114489,0.3744079138166797,阴
2023-01-08 12:00:00,1441,42.575919562223,0.6655708925771321,晴
2023-01-08 13:00:00,1509,58.32609208668999,0.6324143348688166,阴
2023-01-08 14:00:00,1377,51.06927238078384,0.3573316290916938,晴
2023-01-08 15:00:00,1423,63.86307349861357,0.6034845561813336,晴
2023-01-08 16:00:00,1053,49.55726559599269,0.3963193478120423,雨
2023-01-08 17:00:00,565,55.57978488503077,0.21499690278432937,阴
2023-01-08 18:00:00,423,60.58647969097135,0.08563190554961447,晴
2023-01-08 19:00:00,531,59.701105565100605,0.24734877061346072,晴
2023-01-08 20:00:00,620,55.62143699230813,0.3533710224505071,晴
2023-01-08 21:00:00,522,54.147198192712615,0.14464350347277577,晴
2023-01-08 22:00:00,503,58.63742885284104,0.033305018415541204,晴
2023-01-08 23:00:00,515,64.30528129550156,0.1760204186785432,晴
2023-01-09 00:00:00,807,59.77515971338021,0.39873937161912415,晴
2023-01-09 01:00:00,895,52.36025576587589,0.3160891376196254,晴
2023-01-09 02:00:00,921,50.43240986294827,0.21894325641638618,晴
2023-01-09 03:00:00,1018,51.4425236874427,0.4838067948125392,雨
2023-01-09 04:00:00,916,49.04747708040623,0.5082394941210064,阴
2023-01-09 05:00:00,755,56.958648230182504,0.30427348952738936,晴
2023-01-09 06:00:00,1027,58.9328498126727,0.2503074004817377,晴
2023-01-09 07:00:00,2134,48.968387777895686,0.8222099241662293,晴
2023-01-09 08:00:00,2746,54.867986456055164,1.11362168876992,晴
2023-01-09 09:00:00,2145,58.15121993538504,0.7770969045059003,晴
2023-01-09 10:00:00,944,56.81789972298333,0.4359993528198437,阴
2023-01-09 11:00:00,1017,58.42465182726531,0.3160568385194683,阴
2023-01-09 12:00:00,972,50.63302348342289,0.39173769737859226,阴
2023-01-09 13:00:00,957,53.40778613198188,0.3602223034719421,晴
2023-01-09 14:00:00,981,61.452168757962,0.4543201302846689,雨
2023-01-09 15:00:00,1113,51.53688582997997,0.4439131689267698,雨
2023-01-09 16:00:00,814,63.36545927355348,0.30606601091437585,晴
2023-01-09 17:00:00,1699,57.06409332656892,0.5996116506810263,晴
2023-01-09 18:00:00,2321,52.14837329394847,0.932256622361992,晴
2023-01-09 19:00:00,1945,44.409691464664824,0.7521259768270638,晴
2023-01-09 20:00:00,834,54.2698154338072,0.24656714604449453,阴
2023-01-09 21:00:00,1041,58.01298658970294,0.4325937108032592,晴
2023-01-09 22:00:00,949,50.324499540733456,0.4161379409461216,晴
2023-01-09 23:00:00,799,55.05296813971975,0.2858909277300989,晴
2023-01-10 00:00:00,556,60.978287531633825,0.3157463002267251,晴
2023-01-10 01:00:00,659,53.86262024000233,0.29011892057451166,阴
2023-01-10 02:00:00,785,51.83799684235906,0.18599306741795205,晴
2023-01-10 03:00:00,952,46.2334757827141,0.5147515533589686,阴
2023-01-10 04:00:00,976,53.185278999154505,0.4672227941199203,晴
2023-01-10 05:00:00,875,59.4903707309954,0.450226067770576,晴
2023-01-10 06:00:00,918,51.04401197486225,0.4073678675666978,晴
2023-01-10 07:00:00,1996,50.105601207309476,0.5649280319496225,阴
2023-01-10 08:00:00,2478,46.48832264750507,1.1005123386076499,晴
2023-01-10 09:00:00,2016,46.585065338325364,0.8126241188787501,晴
2023-01-10 10:00:00,990,59.23762274896445,0.4313943380162785,晴
2023-01-10 11:00:00,830,64.05703011900165,0.3863849077235926,晴
2023-01-10 12:00:00,979,60.12547050131815,0.5853252486156855,雨
2023-01-10 13:00:00,996,51.540172042895065,0.3437893071414981,晴
2023-01-10 14:00:00,1092,64.5010028199769,0.3848257409162808,晴
2023-01-10 15:00:00,901,60.498788084459186,0.2755546651643348,晴
2023-01-10 16:00:00,993,52.745236575721655,0.29044399121703957,阴
2023-01-10 17:00:00,1856,46.84194809127963,0.6373604764943946,晴
2023-01-10 18:00:00,2185,54.67936990862853,0.6888896382206453,阴
2023-01-10 19:00:00,1624,52.74624495247199,0.6924736656443977,阴
2023-01-10 20:00:00,1001,50.741141246264554,0.5991834172999531,晴
2023-01-10 21:00:00,951,54.50320105426219,0.5856577560522933,晴
2023-01-10 22:00:00,874,53.590810175478325,0.2646196464049889,晴
2023-01-10 23:00:00,830,51.729013013895184,0.3048398736492461,阴
2023-01-11 00:00:00,621,61.963643716083155,0.3720772220630144,晴
2023-01-11 01:00:00,903,59.390766431406476,0.40466305723398543,晴
2023-01-11 02:00:00,1000,59.19069032102959,0.4136129325007983,阴
2023-01-11 03:00:00,765,60.29754129444341,0.2803913958880754,晴
2023-01-11 04:00:00,1034,50.247321948326224,0.5316308907451843,晴
2023-01-11 05:00:00,1034,51.80707331383361,0.30665413030386524,晴
2023-01-11 06:00:00,827,63.157778495176785,0.3789282361055189,晴
2023-01-11 07:00:00,1960,50.73713241187144,0.8187276402781454,晴
2023-01-11 08:00:00,2360,40.84536535303332,0.9485196899439482,晴
2023-01-11 09:00:00,1993,51.117290805843176,0.876167432314203,雨
2023-01-11 10:00:00,1038,58.08387170083652,0.41858049809361186,晴
2023-01-11 11:00:00,866,58.288996390987364,0.29304410467534914,阴
2023-01-11 12:00:00,1038,50.117750596629456,0.42468324190320217,阴
2023-01-11 13:00:00,1062,64.12260005317471,0.2656702524852619,晴
2023-01-11 14:00:00,1058,47.2043619100578,0.4846846854715315,阴
2023-01-11 15:00:00,1030,55.40335133226296,0.49891339083428554,晴
2023-01-11 16:00:00,850,64.43098419823643,0.27448095210290324,雨
2023-01-11 17:00:00,1787,54.01902242895225,0.6256899170961708,阴
2023-01-11 18:00:00,2235,53.00492179009974,0.8321189187454541,晴
2023-01-11 19:00:00,1946,45.00366644297978,0.7721387271555749,晴
2023-01-11 20:00:00,900,57.23399937324059,0.3816872289830605,晴
2023-01-11 21:00:00,919,55.22153260702228,0.5291855207492465,晴
2023-01-11 22:00:00,758,50.55697351589825,0.4523335526735091,晴
2023-01-11 23:00:00,710,60.772278273237696,0.36740060043822265,晴
2023-01-12 00:00:00,671,52.54410230161185,0.280803186645703,阴
2023-01-12 01:00:00,784,52.57498478399274,0.2209389558032091,晴
2023-01-12 02:00:00,1057,56.87305198881829,0.5911512930706022,阴
2023-01-12 03:00:00,836,55.10212746912976,0.3097674111433823,阴
2023-01-12 04:00:00,936,56.164126941309036,0.4027224675512073,晴
2023-01-12 05:00:00,977,54.0901912978566,0.45372007151797406,阴
2023-01-12 06:00:00,832,62.90396199085174,0.3390669636707451,晴
2023-01-12 07:00:00,1956,45.59240018911299,0.8977054605203966,晴
2023-01-12 08:00:00,2562,44.863748529503674,1.0705157999675528,阴
2023-01-12 09:00:00,2042,52.19169408081142,0.9159969487807031,晴
2023-01-12 10:00:00,793,51.09148231884546,0.36224883696658955,晴
2023-01-12 11:00:00,1057,49.550233049668186,0.41930203684633843,阴
2023-01-12 12:00:00,944,55.964214665437574,0.3853789455184652,雨
2023-01-12 13:00:00,945,59.60773063136701,0.37209885322579006,阴
2023-01-12 14:00:00,1033,59.8210304062004,0.2850401119787249,阴
2023-01-12 15:00:00,1137,54.77335188518323,0.3547458534818929,晴
2023-01-12 16:00:00,953,51.873528617076104,0.45531940081734884,晴
2023-01-12 17:00:00,1917,51.788790880401656,0.6412248811249743,阴
2023-01-12 18:00:00,2055,52.55115292750277,0.7819407602472075,晴
2023-01-12 19:00:00,1813,52.24393162349531,0.6202193768898184,晴
2023-01-12 20:00:00,845,61.941376996920916,0.29258588895899496,晴
2023-01-12 21:00:00,904,50.405506747982045,0.34636802364907365,阴
2023-01-12 22:00:00,822,52.40445456807222,0.28822985166015,晴
2023-01-12 23:00:00,691,62.016750489255465,0.1339631958940447,阴
