日期,温度,湿度,气压,风速
2023-02-13,21.572228797150878,81.99309780298117,1014.9181578068769,6.431301934231543
2023-02-14,19.35348369150181,62.38130765666155,1013.5216765542664,6.720359615821915
2023-02-15,21.004894853727052,70.70496169666123,1015.65097981246,7.239199729502726
2023-02-16,21.65528868089817,77.52035362913618,1013.9174101811515,1.7015779042707473
2023-02-17,24.820684835396953,73.56098441796549,1006.2371403136682,2.6788000630934623
2023-02-18,23.521406808776778,76.36883982398109,1014.4906947877154,4.186666109365288
2023-02-19,19.433640566240083,71.42578308464252,1013.4245499350554,7.453866447768609
2023-02-20,23.731226023575214,74.80697594133716,1006.7931848765492,7.14518629444418
2023-02-21,22.433983708006743,73.5196994783451,1009.4321280188365,7.517436236191539
2023-02-22,21.969114510095835,80.05681778357976,1009.5094810820068,4.545686043839538
2023-02-23,24.662809145249508,75.40562043892952,1008.8094118206303,2.044588074567611
2023-02-24,25.615609926738664,75.73295021405922,1006.593801956988,1.6222584796514767
2023-02-25,25.52795082830601,71.89281093641151,1006.6550028772637,3.3892365662282633
2023-02-26,22.096330486578868,71.4172891732832,1009.2076136596387,6.827169252466493
2023-02-27,23.26328151195565,71.59154825074407,1013.5792607963157,5.739136546043396
2023-02-28,24.64871091915191,75.62154309038525,1012.5971172484043,10.910160874464516
2023-03-01,26.039261169519996,71.43525858609966,1010.8485985496528,5.759404015267542
2023-03-02,23.22929110706745,74.87594163854183,1015.315096131945,3.6556141939504783
2023-03-03,23.913245593968334,83.68697898130888,1005.4939305921986,0.5807929051588836
2023-03-04,22.166247103430372,77.54456210642033,1018.4799803164954,2.1939749679499765
2023-03-05,22.078261851272295,71.43387636245824,1010.7197849251281,6.768090792722093
2023-03-06,26.184865109383882,78.94124792477955,1015.6284013031775,8.819182241588951
2023-03-07,27.35878875366408,70.762152767016,1013.9711173350438,7.362128622309045
2023-03-08,24.586117884865693,62.47546460856721,1013.871238154313,6.4356326518024245
2023-03-09,26.818345677637385,67.48546014718326,1021.455089838977,4.730227218055531
2023-03-10,25.612984927261614,63.028024821912666,1016.5695058729058,1.0498754503185594
2023-03-11,23.675177326581718,70.47684068289624,1018.7947942266679,1.5964001979033167
2023-03-12,25.761163499246077,72.17529835595028,1017.1893652822847,6.588529359243648
2023-03-13,28.184633712350895,80.3106108634276,1018.1468466090563,4.836915601065586
2023-03-14,25.104311796051523,73.4047443633635,1016.1693919346432,8.511899600878731
2023-03-15,28.369852474579545,70.5128003061195,1011.1847065428133,3.5884876081058907
2023-03-16,20.062858057739568,75.59008652101056,1017.0283589124302,4.6312087475143855
2023-03-17,27.005102847473456,60.21874690975394,1011.5187302505161,2.0039332988595686
2023-03-18,25.59149351302489,72.28052023004477,1007.2906958499319,0.5757580792151136
2023-03-19,24.872624517583336,74.7815074988586,1009.6819713017233,7.3294787089143565
2023-03-20,25.704526104795207,63.35574643073132,1014.5633531104405,5.876311293807985
2023-03-21,21.593345585854784,76.28575894070592,1011.8349410989535,6.304278862516706
2023-03-22,25.17372092704107,72.07465060037069,1007.6239165778542,6.702789611814567
2023-03-23,26.36896331054442,68.1178323710112,1007.196944305569,5.995623481504783
2023-03-24,28.649282513422897,73.16726386587686,1007.0624853695065,0.04357262549773733
2023-03-25,24.692784514326238,81.16293720935874,1014.2576344738411,2.7778652522918614
2023-03-26,24.145234888392945,70.52201582208848,1009.3905237752189,5.857633000661137
2023-03-27,24.788664981770445,70.65415065886702,1009.959997922651,8.731705661930386
2023-03-28,27.649994196875937,66.91381712104162,1012.3751262347087,8.277666847099924
2023-03-29,26.500751950400925,64.75624435682926,1010.7774412156172,5.567595539186057
2023-03-30,24.804833804021566,72.94932135829463,1010.1891903471588,2.043168341349933
2023-03-31,26.909034978623545,64.30679228617433,1011.3713919986562,2.247504029547276
2023-04-01,26.091840118494986,68.73206716589124,1012.7851962217578,0.5102275286246907
2023-04-02,27.84719737842768,65.77049184319266,1013.9278917445592,0.8427009669892458
2023-04-03,24.51506039879267,70.33580368065279,1017.21657184629,8.218614055719419
2023-04-04,25.270138513678035,69.38898749186063,1016.0947639188843,9.732653418717868
2023-04-05,25.14458084958602,72.68586129700977,1018.9136443590337,1.5757863462690063
2023-04-06,23.002141712389683,64.72334232464245,1017.0879772785964,1.6788873732274405
2023-04-07,26.518829571670853,65.69715711304619,1017.991188152424,3.313524785464927
2023-04-08,26.443163655366757,61.92373264175252,1011.9780074232451,6.769496492019289
2023-04-09,25.922795405959064,64.36508416387304,1020.7215925009489,5.041587415350805
2023-04-10,25.431966373184252,68.24010043601541,1018.7947480091697,5.889488564945827
2023-04-11,23.05603441822258,69.90370585235486,1020.3241573485012,7.558990854335793
2023-04-12,25.028190854107585,61.271287825114705,1008.0269579928059,9.051404055649034
2023-04-13,25.163836486746284,69.99175272594911,1022.2040503758045,2.4064204243982648
2023-04-14,24.22158237801166,72.18184874189994,1014.6149143309135,0.4768322501540294
2023-04-15,25.477534082991664,67.22916906553313,1017.3641069043014,1.6890185082318654
2023-04-16,26.57928367991969,74.30277910335445,1009.8802822186234,3.093342783482586
2023-04-17,29.5117496326617,60.80520198958733,1013.7987632610989,7.590835079393673
2023-04-18,26.053861111305167,58.204837362164824,1007.8060700951,11.1741406534846
2023-04-19,26.18227895131849,55.2871603829974,1008.1897668564502,6.947809763584743
2023-04-20,25.47791813477212,71.41239508386315,1015.0263699342134,3.19364177839478
2023-04-21,21.746073369523632,66.9542485192068,1008.0978257787878,1.4915937256234435
2023-04-22,25.484583683005773,63.15365241331404,1008.8970160380634,0.47187606479739763
2023-04-23,25.60927388283637,64.57955757993574,1010.6375937152249,6.766219554294306
2023-04-24,30.363723535350367,57.29946567430018,1009.5144361870764,7.189820053378464
2023-04-25,24.99818529236869,74.90199996446083,1008.695974133955,7.563823909364222
2023-04-26,25.92893094526116,63.06488299311255,1009.7647559884765,12.687866353042388
2023-04-27,25.19662276153168,62.71057133726936,1016.4945226283279,4.295854599378709
2023-04-28,22.866201948007784,65.53660964415354,1009.8882173474369,0.5716341632641586
2023-04-29,27.42403853637913,64.0564365284014,1011.5696139247659,1.8017903601848162
2023-04-30,26.57443929166848,62.513934993564774,1015.112404733934,7.296891418393476
2023-05-01,26.582185933821453,57.18485387254112,1016.3165777988739,7.572035268479585
2023-05-02,23.10828827750374,63.23694222839468,1017.6006493707699,5.048227779910736
2023-05-03,27.657009902371314,70.03183657344239,1016.9498738814666,8.140109086503093
2023-05-04,21.96951957191371,67.09074374289177,1012.509911523271,2.3620606115693685
2023-05-05,25.866204761131176,68.07139831094281,1021.6160187242903,5.821811815889623
2023-05-06,28.990166045806326,57.291177209610545,1013.8910908398661,4.814601684025186
2023-05-07,22.54246933697772,54.641067165958866,1018.6631889771928,4.105356208682484
2023-05-08,23.30278505525362,58.70211410336449,1015.7097819267833,9.90752717087432
2023-05-09,24.54410219338473,59.35182892662335,1017.7801944370624,8.060494757600281
2023-05-10,23.24487732959376,64.28659224840025,1018.7415698123862,8.007198567597145
2023-05-11,21.055171688654884,50.09609275134916,1018.294198665273,4.667814417236288
2023-05-12,24.195966363282462,65.94937591358486,1017.9814863900928,0.3825029534727806
2023-05-13,21.83427870045322,57.25529650511441,1020.7800600686384,1.3674058879609778
2023-05-14,24.803853136590444,55.655221539128725,1016.3942861199209,7.059921635162329
2023-05-15,21.91337164001835,52.474050884678036,1013.3070885482168,6.6759437831909985
2023-05-16,26.745444350899955,49.00596583306227,1015.892261504865,7.117486810061485
2023-05-17,21.970262552087146,61.14258446447427,1015.5288530126851,4.391406058653944
2023-05-18,22.78171306866043,57.140684776491995,1007.2834933392099,4.545546913834242
2023-05-19,24.939846703609117,50.07260974301983,1011.8532739480872,6.200266101940823
2023-05-20,20.736005461902252,49.796370166294764,1011.3877940995458,0.5194397240873427
2023-05-21,23.53555851134359,54.34329507183079,1007.7771824709978,5.048438913345501
2023-05-22,25.575849080655708,64.11895943888275,1012.3718378584591,10.169935558234926
2023-05-23,19.625580663243184,54.228780598687855,1007.5772237620611,7.765500954054044
2023-05-24,23.086895863022953,47.765233657247904,1008.4041198835732,7.206394809852137
2023-05-25,23.11261158813012,53.80784252656907,1007.7255019456727,1.5735617263535797
2023-05-26,24.029886375803844,53.430020197450574,1008.7166101238222,2.9318304578698346
2023-05-27,19.86395110116857,41.06782778808061,1005.9954506119274,2.280217022586777
2023-05-28,19.56680945287469,54.041023909435665,1005.7409210907548,6.971459991359732
2023-05-29,23.11977575533556,52.919748159734816,1015.749831974296,9.720266550533582
2023-05-30,22.53637373187288,57.31913108059703,1009.4195575009562,13.103911020582707
2023-05-31,22.308286182311086,62.84838408118338,1010.0258229516311,7.460917563779879
2023-06-01,22.36352032915248,59.00382849441912,1007.5793881132777,4.349941415811653
2023-06-02,20.172368691300775,51.7959239489037,1013.1167979723106,2.4639848666092052
2023-06-03,21.857234465408908,47.379134570148885,1011.9696568812399,1.9481729669745105
2023-06-04,21.837740023336,65.55206023955566,1021.641769607796,5.676967686923409
2023-06-05,19.680364099031852,52.75701801779244,1020.3595782869501,6.754691627126034
2023-06-06,24.696736865794463,52.308470922076246,1015.6908315459426,8.261705689084703
2023-06-07,21.76766924151912,51.89839744556465,1024.7299168928744,8.936846288568628
2023-06-08,18.290952593750916,52.79201003932101,1020.9179059378162,1.68526365208802
2023-06-09,21.839009983832327,50.864776897163786,1016.7807884309499,4.3549733857126185
2023-06-10,18.42771631158501,48.50575472191568,1009.8319098743015,5.288735687275631
2023-06-11,21.801306514782578,48.42981190042391,1023.5885518451593,4.763862946017804
2023-06-12,22.393314284722145,50.79300037176152,1011.7702088611716,3.101784649386863
2023-06-13,18.28272018554188,48.03498268857732,1010.0974869745083,6.7091397623566245
2023-06-14,21.697822667846914,46.98595780268178,1017.1072697501178,8.895640310474908
2023-06-15,20.442690046607904,50.88321820996825,1020.3192572190178,3.652612658049596
2023-06-16,21.106427071981138,48.87992052691338,1016.1132600014428,0.07661179886470171
2023-06-17,23.100240892587966,57.48142844271695,1012.658044144778,1.644955710139478
2023-06-18,18.659445572803616,36.51624597863866,1011.8453367635335,6.6812400530090885
2023-06-19,17.485584373591145,55.04129184631948,1011.844522548954,8.438961583806824
2023-06-20,17.056180295146916,55.62993267272676,1010.9466587504381,7.446919538206076
2023-06-21,17.04510832800489,38.85144582666844,1009.0882916904324,5.5680023937232965
2023-06-22,18.363462438427415,47.32704411843632,1008.3399938350142,2.914832484559698
2023-06-23,19.04037407901846,47.008610400670825,1007.8396111394601,0.23039589445753283
2023-06-24,18.75137356785879,41.6568881982631,1005.9828236519243,5.885256931534756
2023-06-25,19.69184827259786,44.63734525454522,1007.8278477504774,4.3553590615772375
2023-06-26,17.902593854972768,42.808931352616185,1004.2054054300268,9.779811489055017
2023-06-27,20.622435652486622,56.96199333120704,1009.7660548581533,10.967415840390363
2023-06-28,17.02455112585872,52.72136001865874,1008.0005434631682,8.298273013648574
2023-06-29,22.83247110683717,54.24661359334456,1008.6496735942638,2.835108157211226
2023-06-30,18.48155702557532,51.34665730268808,1013.5396824534604,2.8826764441277524
2023-07-01,15.353869289438762,41.9461303977172,1018.2155653131226,2.606114339814053
2023-07-02,14.764284972764662,44.82555713289977,1017.788633033386,3.1925962785396815
2023-07-03,17.70887486159949,49.75551986247148,1011.2274244505928,7.994213010847297
2023-07-04,16.134890027076974,41.062257325684456,1013.7468397176759,5.56670415422587
2023-07-05,17.847778658138882,50.60593878245551,1020.1524405828868,8.677009994275839
2023-07-06,17.20434247548916,45.71120994944462,1014.8078204008608,2.7691141880505956
2023-07-07,15.950477382351623,44.91450121998774,1017.2987100268504,2.477535575200207
2023-07-08,14.241045065691196,50.223088237641015,1019.622765773915,3.2210812956881827
2023-07-09,12.743715479411328,48.77323856681157,1014.8502492168849,4.48219005259189
2023-07-10,14.71948832134015,44.63470974878569,1017.64625353736,8.518882050354653
2023-07-11,17.164805619448202,52.12782641998751,1012.7136476426324,6.974976423300422
2023-07-12,15.720117358875244,40.821547957584755,1014.1348233296087,8.04424581226718
2023-07-13,12.640856585320403,49.20631109999247,1015.9930290178066,1.006389422153866
2023-07-14,15.319632953766602,48.99601880283451,1009.2605772534938,2.327975422547367
2023-07-15,15.585425605059713,44.39079922477272,1014.3214242138812,6.532363550712427
2023-07-16,12.889228425291616,47.481382157514545,1011.9015281491311,2.99933735078883
2023-07-17,14.807228407081702,39.511527527244446,1012.6237866478724,5.99000450635436
2023-07-18,14.459762509611927,50.30782638487396,1010.7328161407316,8.952599435863297
2023-07-19,11.901752652346591,44.68801753224905,1013.3766971625346,6.6608147812318705
2023-07-20,14.748446527961665,42.928013355890464,1009.0455464890215,4.399608981194463
2023-07-21,15.000498643378203,50.72005915921673,1006.9565007951485,3.0535905237498655
2023-07-22,15.89201766410525,41.89098321597921,1008.3942830322554,3.923948489719464
2023-07-23,15.681480977362474,38.312406356851184,1009.6572846102678,7.219399683912446
2023-07-24,10.667523956788141,37.51791785568252,1008.3912976295014,8.165131761261101
2023-07-25,11.397270268130109,48.2818199767111,1008.7916480546894,7.442268427308395
2023-07-26,14.154167767852654,38.804700172959045,1007.1783008091927,7.646798619758195
2023-07-27,14.004012313668207,53.94027809133526,1008.0723709858847,7.498112652437834
2023-07-28,13.860091972916553,34.72051593128726,1006.7585009692219,1.8099487706893682
2023-07-29,20.39027513780449,53.580706855077636,1017.209171775472,0.705446943254654
2023-07-30,13.682714086301745,46.12619005083291,1009.2684102938262,7.214161338573966
2023-07-31,14.669536203622558,44.564638611117815,1011.9608428607011,7.104732119496893
2023-08-01,14.165276455899505,42.30514073186546,1012.8784614186715,3.5794446445174035
2023-08-02,13.42036436815384,47.01138474536979,1018.6236993922957,7.996494571653557
2023-08-03,11.348837600560783,44.817938839425366,1015.8308750925108,2.627692410739539
2023-08-04,13.360637959367201,50.51747295207722,1021.0733532369434,1.8941496988462079
2023-08-05,10.16194518551835,45.571397513958054,1015.7348107087441,3.3184662137339256
2023-08-06,11.100470162418222,45.75550855350949,1018.8095919635128,5.380999359558088
2023-08-07,10.471550225298548,43.19412279919849,1015.4665683170622,8.764398081682128
2023-08-08,11.475895755847914,44.74008106911585,1024.190729964796,7.053810995405785
2023-08-09,15.81307650109779,46.58088083186367,1013.7673317618337,7.327862813704861
2023-08-10,7.322623615183226,36.51252523995541,1017.6451862580681,3.1792554274794544
2023-08-11,12.304892234790682,38.34836135520174,1017.8402569042587,3.5528372252295313
2023-08-12,7.584021125255061,48.83594856396277,1016.2750805077335,3.885240520622016
2023-08-13,9.744572696330284,46.00870428794832,1013.4836954774557,3.1291225959107862
2023-08-14,12.7472625517994,44.27360849746548,1012.6105379007997,9.517458679754125
2023-08-15,10.580825943420768,45.32923040451539,1012.0918759618485,6.85285684631739
2023-08-16,8.181698175271617,47.022879403469645,1010.5253107797355,7.917766813915043
2023-08-17,8.79355648040829,42.63844299329292,1012.9527110889223,4.432923409450028
2023-08-18,11.472426361109736,41.50233317782956,1015.9158448773871,5.751583617044784
2023-08-19,8.543691195700852,46.43402660578605,1006.9973976260543,2.207573587852218
2023-08-20,10.33069707067799,40.62819002425225,1004.135308479787,4.301366407763602
2023-08-21,9.884475404487544,47.63086199345813,1007.7625443781048,7.306655235628609
2023-08-22,8.387913176882934,37.15049460930582,1015.7665185361216,7.31842417087693
2023-08-23,13.879047764980246,50.887253472978955,1005.833693714615,7.901535021236758
2023-08-24,10.76133949384888,48.186750462868496,1013.58722339741,0.46572756577415264
2023-08-25,5.347886188858632,47.1904002117815,1014.3173783148424,0.03214857483817335
2023-08-26,9.67810916632941,50.91437004589885,1008.4003090134137,0.5188997094374952
2023-08-27,7.891046556004066,54.42309916541642,1012.6732660221768,6.9006151839470835
2023-08-28,10.831324682353355,51.266509221312,1016.8456314152968,10.766721192567886
2023-08-29,7.455703728948233,37.09331051319364,1011.8626167770375,7.7158852994705525
2023-08-30,8.728036543535568,40.00687990244536,1013.4288173737817,5.964007770972619
2023-08-31,9.886752860462648,43.39178347553537,1013.2886404735331,3.838453108873673
2023-09-01,10.530089107841128,46.761438879802384,1012.8946560693838,4.398972868670912
2023-09-02,6.3223439987952315,49.338347523906094,1014.7678914921889,0.7997992842147466
2023-09-03,7.980875488582746,43.24432839403019,1013.6583062186354,5.476737965469523
2023-09-04,7.629536151383159,47.93376611976045,1017.8575329862534,9.295889706968905
2023-09-05,7.204948627503487,43.35375467381072,1015.6626897836654,8.926972076425162
2023-09-06,11.977350457315353,44.20763081923863,1018.6739672122136,6.680814450550184
2023-09-07,9.19391712097975,40.37023843878049,1013.0875956428648,5.700440967781651
2023-09-08,5.802395830735975,42.92943438307971,1018.3227677155655,3.3312483225439298
2023-09-09,10.10281667217862,40.93292478349134,1019.2163110122137,4.010256191657723
2023-09-10,12.457073083645472,42.961376063911,1009.9577193337481,3.691848633745126
2023-09-11,10.226117058147981,53.26194887952778,1016.1558529249218,3.6842286536911986
2023-09-12,5.073648634187767,43.40330073400475,1017.7225654315087,8.947188935595427
2023-09-13,7.097916054145781,61.47227210730362,1009.3710769439264,9.048968307678596
2023-09-14,10.557012332068789,50.940481784560006,1016.9781587064243,3.423451753391966
2023-09-15,6.567482898889475,49.56501883014,1012.2233738127192,3.980965357860417
2023-09-16,8.832933370650968,44.519361207058296,1007.9460381712624,5.879062068573158
2023-09-17,9.459890276618033,52.48632689900624,1009.1169686396399,7.629828907168003
2023-09-18,6.024957090553224,46.28347981292346,1010.344853718643,10.62542350614686
2023-09-19,7.730843781552717,49.95182109089239,1008.4727335927615,9.409038718689267
2023-09-20,1.3413284034069557,62.32545604553738,1009.6436585004977,6.4525184951558465
2023-09-21,5.751959197531598,49.23109915078343,1005.2653697439205,0.4944171588529942
2023-09-22,7.275382197575377,55.647179310674694,1008.7527998906324,1.5830912871946385
2023-09-23,5.267657733746896,46.57733719061798,1004.4287294903628,0.9680123619634966
2023-09-24,11.013681967928726,50.11361909368614,1008.950597688567,9.341885434995643
2023-09-25,4.877148751404594,59.340784663075915,1007.3493508141432,6.993722822539412
2023-09-26,6.848857915599058,47.55298510664503,1008.7597269568516,8.171193350114448
2023-09-27,7.984892137030483,59.953861496044105,1015.6687210715424,7.404621969433654
2023-09-28,10.60337496947831,54.636875703764794,1016.2739303617828,3.7855536753922974
2023-09-29,4.849478541790787,48.49491728778377,1015.8669728168103,5.4653183443160565
2023-09-30,10.050864697436346,54.68100085238444,1011.7567449213612,1.4092068291270419
2023-10-01,7.751299535491796,56.59595850964086,1014.989700912378,5.389214910474521
2023-10-02,5.777075300542198,55.058909812316706,1020.3550172273245,5.860553276008002
2023-10-03,8.676521928727633,44.31779557171987,1017.7552777598419,5.28473871410406
2023-10-04,8.165619278750107,48.75461298024736,1024.7132712014209,5.07811303554213
2023-10-05,6.585212034126768,51.376340288492514,1019.1525629950245,3.624275188550547
2023-10-06,7.946354438898483,52.467589578546466,1018.5487568263115,1.216611814420025
2023-10-07,7.060182844804688,56.1710622042101,1016.8279331888682,1.2696635928481934
2023-10-08,8.084855621562976,54.186205903125675,1017.730749733269,2.187365072656303
2023-10-09,9.212039254862768,46.85296432278283,1016.2583146182454,7.1792833021466675
2023-10-10,11.092708681417173,55.66457788288163,1018.0632522915281,4.9153429884834825
2023-10-11,5.4808745784064365,57.05226784907177,1017.9037901657628,7.821763144731887
2023-10-12,12.26132858179161,57.03581998243149,1011.681590072565,3.863228288516359
2023-10-13,4.132759698238903,59.88000773113946,1009.0063011393266,0.8398867354753397
2023-10-14,7.7779463948722665,58.88658808627053,1006.4518254266013,2.036087398496192
2023-10-15,9.305629861244949,57.25531639346681,1012.4902907653586,3.4956871888187395
2023-10-16,8.741344516954994,54.85251975765473,1006.750973920016,7.983843468242432
2023-10-17,6.987201583810263,47.143897316405834,1002.8256040937556,10.605684628591753
2023-10-18,7.87245766056244,57.84349539651376,1009.8356087946706,2.5513062780612508
2023-10-19,7.361649864763275,56.98182059813786,1015.7237159708226,3.928400940942168
2023-10-20,7.230705323160042,57.55045627318494,1008.009177788539,1.7549506723212744
2023-10-21,10.173240319770622,50.05912735901708,1010.5428628465136,3.9971857054968094
2023-10-22,9.255470392511143,51.288949741305494,1008.490205494167,5.426393256475389
2023-10-23,7.225808521249439,62.21233848551082,1008.3732040215043,5.841555783926498
2023-10-24,10.483782915074537,57.00204502101982,1012.0415053215764,7.286675865212241
2023-10-25,9.37488616458687,60.86140060215563,1009.1902501059717,4.709599503745666
2023-10-26,10.464444355824584,57.8503197861684,1011.7684937268367,5.8503630598445895
2023-10-27,10.179119555820865,58.11301834658968,1012.9255349644992,2.1178395607984157
2023-10-28,7.345701281633422,62.91176966290574,1010.9957286390709,6.456886924101853
2023-10-29,7.969824455010576,55.89676732436908,1017.0156855026984,4.878678372370705
2023-10-30,10.673912110812886,59.214686483037234,1014.5088039452927,5.928680913583171
2023-10-31,10.491823479424498,56.680172906330306,1013.6716907829839,4.897354951319839
2023-11-01,9.323633264775731,57.076833789908946,1018.3252536580982,2.6953718648408125
2023-11-02,9.697015183859534,57.961442331130556,1014.6347230735491,0.5300768966363174
2023-11-03,12.11715887630157,60.87610582481518,1017.8398260535831,2.6094695654775126
2023-11-04,8.480673165983557,57.629897382591146,1017.9452524869088,3.6719555990557717
2023-11-05,10.862488498681996,66.56061763785041,1021.2302961743361,1.8376185959357865
2023-11-06,9.470849162108067,56.066913503570944,1019.1793772801155,9.135571075556287
2023-11-07,9.54924700347195,59.86354479970492,1017.2550461426868,6.95866163317859
2023-11-08,12.29394282222761,58.85696429909894,1019.169023024988,6.59523724132386
2023-11-09,11.861376130408287,68.5479127793298,1020.1095489085143,6.922790039158204
2023-11-10,11.954060761293515,62.552811930052115,1016.7071141344346,3.868894895185624
2023-11-11,13.056809345469278,66.98581019861285,1014.070616313619,2.117444256784199
2023-11-12,10.608949598479892,54.65479383256265,1009.0644913029495,3.2176155491694134
2023-11-13,12.054185065624377,63.6732381055203,1008.7651005566851,3.0418636447455123
2023-11-14,10.195296257173231,67.04083903677801,1010.050642671557,6.486477098060643
2023-11-15,11.59189232201776,63.25803501898716,1008.2325371320597,5.8793907396972775
2023-11-16,10.813147668446883,68.42710344840499,1008.7233619636568,1.7239897283450454
2023-11-17,11.399408659468964,60.76542731457146,1008.8398227557691,1.8127023292699271
2023-11-18,12.529786378637153,70.64978152670487,1009.8337956815944,2.808209318513466
2023-11-19,9.839122445203596,75.34764204478311,1007.8158941889814,4.550288036383766
2023-11-20,15.79842836894813,62.2879239534729,1009.4868954546372,6.045489285757163
2023-11-21,9.741669626650781,62.12235393192603,1008.4381406629547,8.262093080478953
2023-11-22,9.46729976552276,71.86324974844379,1002.7434732820162,7.185532516491542
2023-11-23,14.355754262591457,72.73928692443977,1006.4662696911569,1.5175506277617794
2023-11-24,13.768556686774607,62.47079027388244,1009.6288110713728,4.897081022947053
2023-11-25,13.580972764496671,63.22631371599844,1007.3372325560977,2.457329288027366
2023-11-26,13.738688283990546,64.15890357050915,1013.7602277358998,5.0376992458897245
2023-11-27,12.608488891394988,59.08450300578473,1017.592252497031,8.761923293917155
2023-11-28,10.991138125352132,61.45070410768682,1017.6958440091806,8.391215999072477
2023-11-29,13.091557401004462,61.25867732857394,1014.3933546025884,8.207924485179118
2023-11-30,11.741520503320274,62.673949942881514,1020.4111046720122,4.272597113051025
2023-12-01,15.203530028314459,66.57114001351466,1017.1617264989934,0.8503415141736519
2023-12-02,13.11812973539595,68.14526623517128,1016.3188691055681,3.377512603008052
2023-12-03,11.921667205257094,74.95425655482455,1015.9150745908529,2.712547585358641
2023-12-04,13.091725607665502,62.43541137016201,1017.065200417377,7.562613858957047
2023-12-05,14.723569491147142,72.57202021514867,1016.8080790212177,7.858323755256567
2023-12-06,12.934794968887735,66.80142366948223,1018.2665312486022,5.885417502807762
2023-12-07,12.583623182743965,67.84267655400762,1017.8118489620718,3.4412737597694196
2023-12-08,14.882494530924088,71.68032253461762,1016.7248621878473,1.6884818275407363
2023-12-09,15.053299079781372,62.90638362373555,1017.2497407707015,1.5570557371139921
2023-12-10,13.718868220351007,70.64328646221054,1018.605622039738,5.185689802282299
2023-12-11,13.961162166999634,69.77215551792351,1016.8882208604128,7.665207231398868
2023-12-12,15.538870878774135,71.60815845879469,1008.5453060946503,5.869433454693548
2023-12-13,12.351134700081701,70.79504289200028,1004.2986781412053,8.833066899082146
