soc,price,load,dispatch_action,reward,next_soc,next_price,next_load
0.95,0.18551683354468568,0.7231231197102356,-0.4,-0.11420673341787428,0.95,0.2,0.65
0.95,0.1886741016883799,0.6312618977535447,-0.4,-0.11546964067535197,0.95,0.20851854342773293,0.5982361909794958
0.95,0.21512434234006478,0.591884176903164,-0.4,-0.12604973693602592,0.95,0.23349364905389036,0.55
0.95,0.1913498021072966,0.5487059923107728,-0.4,-0.11653992084291866,0.95,0.2732233047033631,0.5085786437626905
0.95,0.27587023483141654,0.5106160388377705,-0.4,-0.15034809393256662,0.95,0.325,0.47679491924311224
0.95,0.3429121048662869,0.41687091845641644,-0.4,-0.17716484194651477,0.95,0.3852952387243698,0.4568148347421863
0.95,0.38950106454609273,0.43536853788526103,-0.4,-0.19580042581843712,0.95,0.45,0.45
0.95,0.44369651220229556,0.3919640779286065,-0.4,-0.21747860488091825,0.95,0.5147047612756301,0.4568148347421863
0.95,0.4597112408830186,0.44979106862369894,-0.3898523450386912,-0.2182047398027606,0.95,0.575,0.4767949192431123
0.95,0.566510745804362,0.5091612904140045,-0.16030788946762226,-0.10684693096738813,0.95,0.6267766952966369,0.5085786437626905
0.95,0.6233689268295147,0.4445378337383848,-0.10408253073111494,-0.0752900685566666,0.95,0.6665063509461097,0.55
0.95,0.6776135555162812,0.5592817471047083,-0.004505679260172334,-0.003503677269518576,0.95,0.6914814565722671,0.5982361909794959
0.95,0.6681848946430463,0.65849885256505,-0.1156940456925239,-0.08887441830113925,0.95,0.7,0.65
0.95,0.714984458544017,0.5993795691675995,-0.044036546547476935,-0.03588910104414389,0.95,0.6914814565722671,0.7017638090205042
0.95,0.7218088295067738,0.6939368143304787,0.05470937451680069,0.03401877213133955,0.9456232500386559,0.6665063509461097,0.75
0.9456232500386559,0.6712454587204946,0.7468512553199949,0.00856210429645167,0.004891063196439251,0.9449382816949398,0.6267766952966369,0.7914213562373096
0.9449382816949398,0.6220435188035989,0.7379992130104055,-0.17304735174813876,-0.12494771877587021,0.95,0.575,0.8232050807568878
0.95,0.5860238345740338,0.8350703539477631,-0.2693171606507211,-0.18475799126619877,0.95,0.5147047612756303,0.8431851652578137
0.95,0.5002179108874663,0.8257335247817463,-0.3379466133745118,-0.20284161027114375,0.95,0.45000000000000007,0.8500000000000001
0.95,0.42248172822796903,0.8311488667564157,-0.4,-0.20899269129118764,0.95,0.38529523872436994,0.8431851652578137
0.95,0.40072590391960833,0.867458804587521,-0.4,-0.20029036156784336,0.95,0.32499999999999996,0.8232050807568878
0.95,0.3171592040825853,0.8274028101180612,-0.4,-0.16686368163303414,0.95,0.27322330470336315,0.7914213562373096
0.95,0.25028666306001435,0.763214719969538,-0.4,-0.14011466522400576,0.95,0.2334936490538904,0.75
0.95,0.21022417305804492,0.7548617867718862,-0.4,-0.12408966922321799,0.95,0.20851854342773293,0.7017638090205041
0.95,0.1767765774117681,0.7025176703569851,-0.4,-0.11071063096470725,0.95,0.2,0.65
0.95,0.20683017371073606,0.6496118369568924,-0.4,-0.12273206948429444,0.95,0.20851854342773293,0.5982361909794958
0.95,0.18327075745058963,0.5991188982470449,-0.4,-0.11330830298023586,0.95,0.23349364905389036,0.55
0.95,0.1892099016330303,0.5603717973940474,-0.4,-0.11568396065321214,0.95,0.2732233047033631,0.5085786437626905
0.95,0.2701627871792388,0.5250847186434837,-0.4,-0.14806511487169555,0.95,0.325,0.47679491924311224
0.95,0.3226126760144625,0.4281675136938677,-0.4,-0.169045070405785,0.95,0.3852952387243698,0.4568148347421863
0.95,0.40415055474887535,0.42726498691045306,-0.4,-0.20166022189955016,0.95,0.45,0.45
0.95,0.42227115493459616,0.40770090890748373,-0.4,-0.20890846197383847,0.95,0.5147047612756301,0.4568148347421863
0.95,0.5001132173929173,0.46815396468202725,-0.29720325296164446,-0.17835560035445353,0.95,0.575,0.4767949192431123
0.95,0.5814169929264921,0.4839529429709656,-0.11898610036366752,-0.0810791507098601,0.95,0.6267766952966369,0.5085786437626905
0.95,0.6054248199157393,0.5069305977766029,-0.1052282791004116,-0.07423063983445101,0.95,0.6665063509461097,0.55
0.95,0.6917971471328704,0.5073470905196629,-0.04792205138348779,-0.03794454357020046,0.95,0.6914814565722671,0.5982361909794959
0.95,0.7186438784896123,0.6134785641354679,0.01772896930840715,0.0109679183345763,0.9485816824553274,0.7,0.65
0.9485816824553274,0.6956463061313068,0.6384859722287677,-0.01098493361278538,-0.008740121852110318,0.9494604771443502,0.6914814565722671,0.7017638090205042
0.9494604771443502,0.6864339740725774,0.7004864503891708,-0.03598748530086215,-0.028301781082035488,0.95,0.6665063509461097,0.75
0.95,0.6529449203762396,0.7659638812164431,0.0551296129851305,0.030483639462435888,0.9455896309611895,0.6267766952966369,0.7914213562373096
0.9455896309611895,0.5912369625101155,0.801141731963009,-0.21762576543472364,-0.15043097306303724,0.95,0.575,0.8232050807568878
0.95,0.5865480515503849,0.8246018049567236,-0.1520851839722994,-0.10441378672586399,0.95,0.5147047612756303,0.8431851652578137
0.95,0.5382148928058058,0.8489577987908592,-0.20607504637058233,-0.13152016362935265,0.95,0.45000000000000007,0.8500000000000001
0.95,0.4031140421242265,0.8977135689374808,-0.4,-0.20124561684969064,0.95,0.38529523872436994,0.8431851652578137
0.95,0.40685210583927356,0.8065888929125681,-0.4,-0.20274084233570944,0.95,0.32499999999999996,0.8232050807568878
0.95,0.3279187658828954,0.8226939440767639,-0.4,-0.1711675063531582,0.95,0.27322330470336315,0.7914213562373096
0.95,0.2949136079219625,0.7384647467782242,-0.4,-0.157965443168785,0.95,0.2334936490538904,0.75
0.95,0.23365928725304888,0.7438865441662635,-0.4,-0.13346371490121955,0.95,0.20851854342773293,0.7017638090205041
0.95,0.21857951679527024,0.629340573489573,-0.4,-0.1274318067181081,0.95,0.2,0.65
0.95,0.17015788329054016,0.6516037373785243,-0.4,-0.10806315331621608,0.95,0.20851854342773293,0.5982361909794958
0.95,0.2319093063736106,0.5928765359090791,-0.4,-0.13276372254944424,0.95,0.23349364905389036,0.55
0.95,0.2233615951344663,0.58818648306264,-0.4,-0.12934463805378654,0.95,0.2732233047033631,0.5085786437626905
0.95,0.26551070507289987,0.5014852511637551,-0.4,-0.14620428202915997,0.95,0.325,0.47679491924311224
0.95,0.3327694840170308,0.4240004480122483,-0.4,-0.17310779360681233,0.95,0.3852952387243698,0.4568148347421863
0.95,0.38786767057419513,0.528423388729404,-0.4,-0.19514706822967806,0.95,0.45,0.45
0.95,0.44794675817918733,0.5039486310276919,-0.33851038071664824,-0.1854856657236899,0.95,0.5147047612756301,0.4568148347421863
0.95,0.5007805202440322,0.4635338575933897,-0.3187292518131973,-0.19148632572132382,0.95,0.575,0.4767949192431123
0.95,0.5806391173478831,0.4558345061635674,-0.20350734411321203,-0.13851505907102854,0.95,0.6267766952966369,0.5085786437626905
0.95,0.5948156477911026,0.512632347318733,-0.1552754946422544,-0.10788784339594187,0.95,0.6665063509461097,0.55
0.95,0.6619579626932319,0.5015484732824564,-0.027636462817578936,-0.0210578229045297,0.95,0.6914814565722671,0.5982361909794959
0.95,0.6987719573321232,0.5764557380484666,-0.035872086343718405,-0.028653616622358876,0.95,0.7,0.65
0.95,0.6699866119443632,0.6192376961666629,-0.09191064940131219,-0.07076996953412258,0.95,0.6914814565722671,0.7017638090205042
0.95,0.7160498728178701,0.6825787072938799,0.03608549219324319,0.022230462876217712,0.9471131606245405,0.6665063509461097,0.75
0.9471131606245405,0.6557400268888781,0.7574384268255563,-0.09115026327350535,-0.06888590241724725,0.95,0.6267766952966369,0.7914213562373096
0.95,0.6442378272984918,0.7753770160907528,-0.18226967155238433,-0.13565198433855624,0.95,0.575,0.8232050807568878
0.95,0.5473610193727273,0.8072487559386051,-0.31141146947481163,-0.201595646323573,0.95,0.5147047612756303,0.8431851652578137
0.95,0.5229090015892213,0.8292121203120714,-0.16690617011484649,-0.10396735578531975,0.95,0.45000000000000007,0.8500000000000001
0.95,0.4152457080972574,0.8561089953612941,-0.4,-0.20609828323890297,0.95,0.38529523872436994,0.8431851652578137
0.95,0.37542721191671635,0.84742774945803,-0.4,-0.19017088476668656,0.95,0.32499999999999996,0.8232050807568878
0.95,0.3297365223357605,0.8802923046251129,-0.4,-0.17189460893430422,0.95,0.27322330470336315,0.7914213562373096
0.95,0.27841946183947336,0.8221690070310715,-0.4,-0.15136778473578935,0.95,0.2334936490538904,0.75
0.95,0.22187444528326067,0.6817279078883475,-0.4,-0.1287497781133043,0.95,0.20851854342773293,0.7017638090205041
0.95,0.20625517523315498,0.6713832934788592,-0.4,-0.122502070093262,0.95,0.2,0.65
0.95,0.1883263928638764,0.6341472160665342,-0.4,-0.11533055714555057,0.95,0.20851854342773293,0.5982361909794958
0.95,0.18175089520125604,0.6296556495617085,-0.4,-0.11270035808050242,0.95,0.23349364905389036,0.55
0.95,0.2202396208867851,0.6076883858219974,-0.4,-0.12809584835471405,0.95,0.2732233047033631,0.5085786437626905
0.95,0.2751753845532719,0.480362737297654,-0.4,-0.15007015382130878,0.95,0.325,0.47679491924311224
0.95,0.32646550629171395,0.4779206162133002,-0.4,-0.1705862025166856,0.95,0.3852952387243698,0.4568148347421863
0.95,0.38467858844268615,0.4503835814510329,-0.4,-0.1938714353770745,0.95,0.45,0.45
0.95,0.43966978515678334,0.47743872161960543,-0.4,-0.21586791406271336,0.95,0.5147047612756301,0.4568148347421863
0.95,0.5109136510448445,0.432222216879061,-0.29806200196282756,-0.18209014585684663,0.95,0.575,0.4767949192431123
0.95,0.5672273363786636,0.5211167291923524,-0.19382983772249182,-0.12932856633428683,0.95,0.6267766952966369,0.5085786437626905
0.95,0.6005406319810928,0.5287154841111015,-0.20792164484146397,-0.14565756047978748,0.95,0.6665063509461097,0.55
0.95,0.6549664235185589,0.5594145706032136,-0.11213773570866828,-0.0846602252694427,0.95,0.6914814565722671,0.5982361909794959
0.95,0.7093385728987263,0.575000889134094,-0.03693946828147872,-0.02989653654256975,0.95,0.7,0.65
0.95,0.6868725821290378,0.6330308375493489,0.015268450970947381,0.008960635246430503,0.9487785239223242,0.6914814565722671,0.7017638090205042
0.9487785239223242,0.7040573824444731,0.7530621276408663,0.10044546472381309,0.0606748244994852,0.9407428867444192,0.6665063509461097,0.75
0.9407428867444192,0.6458920103074629,0.7521125738198187,-0.15256630976651264,-0.11379799149693523,0.95,0.6267766952966369,0.7914213562373096
0.95,0.6112245767416716,0.7725188809296395,-0.2060208785944062,-0.14652711217825387,0.95,0.575,0.8232050807568878
0.95,0.5539622545420316,0.8188765494012802,-0.2998925391062729,-0.1961184009942726,0.95,0.5147047612756303,0.8431851652578137
0.95,0.5315473004583829,0.8156525591352883,-0.13220060080760593,-0.08349093255901985,0.95,0.45000000000000007,0.8500000000000001
0.95,0.44097231098071216,0.8521605292575116,-0.4,-0.21638892439228488,0.95,0.38529523872436994,0.8431851652578137
0.95,0.41941707388692273,0.8767701856819012,-0.4,-0.2077668295547691,0.95,0.32499999999999996,0.8232050807568878
0.95,0.29806394902440864,0.8295250870886264,-0.4,-0.15922557960976347,0.95,0.27322330470336315,0.7914213562373096
0.95,0.30247040997283037,0.8156971981929048,-0.4,-0.16098816398913215,0.95,0.2334936490538904,0.75
0.95,0.18476613578894388,0.7204975206402291,-0.4,-0.11390645431557757,0.95,0.20851854342773293,0.7017638090205041
0.95,0.23277621726219605,0.735038903365268,-0.4,-0.13311048690487842,0.95,0.2,0.65
0.95,0.20603104613625808,0.6804654564944879,-0.4,-0.12241241845450325,0.95,0.20851854342773293,0.5982361909794958
0.95,0.2083604531202682,0.6064514629287494,-0.4,-0.1233441812481073,0.95,0.23349364905389036,0.55
0.95,0.19645041194586632,0.5402290566977882,-0.4,-0.11858016477834654,0.95,0.2732233047033631,0.5085786437626905
0.95,0.270261856612408,0.49167450099993837,-0.4,-0.1481047426449632,0.95,0.325,0.47679491924311224
0.95,0.3242058743530605,0.49006855739220356,-0.4,-0.1696823497412242,0.95,0.3852952387243698,0.4568148347421863
0.95,0.37710226015700976,0.4595854558898201,-0.4,-0.19084090406280393,0.95,0.45,0.45
0.95,0.45954070254452917,0.44998310708631123,-0.3787042698533281,-0.21190045321034418,0.95,0.5147047612756301,0.4568148347421863
0.95,0.5339194474275194,0.39823036884073887,-0.36781252235166906,-0.23316351092609217,0.95,0.575,0.4767949192431123
0.95,0.5804760769064703,0.4765814135892568,-0.1907770374806979,-0.12981921002870397,0.95,0.6267766952966369,0.5085786437626905
0.95,0.617534153793188,0.5285092539898884,-0.09706682716066196,-0.06964876368811522,0.95,0.6665063509461097,0.55
0.95,0.6761859968251402,0.5421751462478626,-0.16110547414300974,-0.1250478130416789,0.95,0.6914814565722671,0.5982361909794959
0.95,0.7068661807330097,0.6348880509660236,0.022527191698713547,0.01367099078883865,0.9481978246641029,0.7,0.65
0.9481978246641029,0.6824071514526499,0.6702138318100328,-0.001921047154235217,-0.0015030410317513954,0.9483515084364417,0.6914814565722671,0.7017638090205042
0.9483515084364417,0.7226577815282489,0.6754805112936655,0.0039827363160130635,0.0024798817589406852,0.9480328895311606,0.6665063509461097,0.75
0.9480328895311606,0.6814517919689788,0.7517223021431447,-0.10211500377402406,-0.07979795268613013,0.95,0.6267766952966369,0.7914213562373096
0.95,0.635069020997171,0.8087812052517646,-0.11299832368769336,-0.08306156716743421,0.95,0.575,0.8232050807568878
0.95,0.5793916985435988,0.8154439037063159,-0.1269985053987987,-0.08628173029538826,0.95,0.5147047612756303,0.8431851652578137
0.95,0.49669091760137674,0.8255655423749003,-0.32441434792155854,-0.19357509494436706,0.95,0.45000000000000007,0.8500000000000001
0.95,0.4675790805540179,0.805078804897164,-0.4,-0.2270316322216072,0.95,0.38529523872436994,0.8431851652578137
0.95,0.3445406685696756,0.8441660220154118,-0.4,-0.17781626742787024,0.95,0.32499999999999996,0.8232050807568878
0.95,0.3173089977996416,0.843046426453639,-0.4,-0.16692359911985666,0.95,0.27322330470336315,0.7914213562373096
0.95,0.27784894515823044,0.7824412190047579,-0.4,-0.1511395780632922,0.95,0.2334936490538904,0.75
0.95,0.2429962104008505,0.7292419891147617,-0.4,-0.13719848416034022,0.95,0.20851854342773293,0.7017638090205041
0.95,0.2293934113821428,0.7135651151281269,-0.4,-0.13175736455285714,0.95,0.2,0.65
0.95,0.21311236122342767,0.6174616813269129,-0.4,-0.12524494448937107,0.95,0.20851854342773293,0.5982361909794958
0.95,0.22900052022455342,0.6069327552570478,-0.4,-0.13160020808982137,0.95,0.23349364905389036,0.55
0.95,0.22931300393334197,0.5703557185420008,-0.4,-0.1317252015733368,0.95,0.2732233047033631,0.5085786437626905
0.95,0.27793470211616095,0.534736674758274,-0.4,-0.15117388084646438,0.95,0.325,0.47679491924311224
0.95,0.3126761452001861,0.44096395482137846,-0.4,-0.16507045808007445,0.95,0.3852952387243698,0.4568148347421863
0.95,0.3487273324955398,0.4787096984126522,-0.4,-0.17949093299821592,0.95,0.45,0.45
0.95,0.4785065788694061,0.4012174653412045,-0.31599739811808075,-0.1828065737169246,0.95,0.5147047612756301,0.4568148347421863
0.95,0.5431468882741013,0.4431105353200264,-0.25020729605634556,-0.16092004388211548,0.95,0.575,0.4767949192431123
0.95,0.5348421389839065,0.4847970042824115,-0.32091477799587603,-0.20373022409444744,0.95,0.6267766952966369,0.5085786437626905
0.95,0.6307693956548672,0.4617425560970241,-0.09670299529381932,-0.07066758942887981,0.95,0.6665063509461097,0.55
0.95,0.6869966044546435,0.526504604148545,-0.09635122238855642,-0.07582808485484813,0.95,0.6914814565722671,0.5982361909794959
0.95,0.6483609957212675,0.5902437849572406,-0.12653820313217898,-0.09469625569277748,0.95,0.7,0.65
0.95,0.6689796117530389,0.6635905626893652,-0.08902910146367408,-0.068461563878258,0.95,0.6914814565722671,0.7017638090205042
0.95,0.6699667373993625,0.6851266368512907,-0.011484666954475385,-0.008842811545055685,0.95,0.6665063509461097,0.75
0.95,0.6785650898212141,0.7460992181550453,-0.021197114344936163,-0.01650333323391577,0.95,0.6267766952966369,0.7914213562373096
0.95,0.6035584561689021,0.7923924592591205,-0.1572961992223232,-0.11066707108609378,0.95,0.575,0.8232050807568878
0.95,0.5656032698300254,0.8362688308356103,-0.2606167679871844,-0.17346737294480302,0.95,0.5147047612756303,0.8431851652578137
0.95,0.5249011754311526,0.8597409284037525,-0.4,-0.24996047017246104,0.95,0.45000000000000007,0.8500000000000001
0.95,0.4738061140702024,0.7585710230394175,-0.3900932801725026,-0.22383790922068247,0.95,0.38529523872436994,0.8431851652578137
0.95,0.40580219940952506,0.8336665635002405,-0.4,-0.20232087976381005,0.95,0.32499999999999996,0.8232050807568878
0.95,0.30312525876566654,0.8540122531465064,-0.4,-0.16125010350626662,0.95,0.27322330470336315,0.7914213562373096
0.95,0.2958031267226035,0.7897682932660409,-0.4,-0.1583212506890414,0.95,0.2334936490538904,0.75
0.95,0.22183134760783652,0.7194832697669508,-0.4,-0.12873253904313461,0.95,0.20851854342773293,0.7017638090205041
0.95,0.2231670996229897,0.6501889750042227,-0.4,-0.1292668398491959,0.95,0.2,0.65
0.95,0.18273628675311446,0.6888052990537812,-0.4,-0.11309451470124579,0.95,0.20851854342773293,0.5982361909794958
0.95,0.2406031255214332,0.5972373487939876,-0.4,-0.1362412502085733,0.95,0.23349364905389036,0.55
0.95,0.21994816537370482,0.5259514347769465,-0.4,-0.12797926614948194,0.95,0.2732233047033631,0.5085786437626905
0.95,0.2751198418979706,0.47174117724193515,-0.4,-0.15004793675918826,0.95,0.325,0.47679491924311224
0.95,0.31740647058303656,0.42270923335057575,-0.4,-0.16696258823321464,0.95,0.3852952387243698,0.4568148347421863
0.95,0.3671131809523027,0.4306783525814119,-0.4,-0.1868452723809211,0.95,0.45,0.45
0.95,0.4511282313433914,0.45736113026986,-0.4,-0.2204512925373566,0.95,0.5147047612756301,0.4568148347421863
0.95,0.5016254986028917,0.4632739136404317,-0.36878819774131266,-0.22187238334497905,0.95,0.575,0.4767949192431123
0.95,0.5931612568703597,0.44071402166608137,-0.1945764214877192,-0.1348728368757643,0.95,0.6267766952966369,0.5085786437626905
0.95,0.6150556624971257,0.5135082635441479,-0.17944100984708267,-0.12831031017535896,0.95,0.6665063509461097,0.55
0.95,0.6610884784046909,0.5429160972466605,-0.1150866702625287,-0.08759113875477036,0.95,0.6914814565722671,0.5982361909794959
0.95,0.7011833339422093,0.6053878422246186,-0.02265569634934432,-0.018151366333950026,0.95,0.7,0.65
0.95,0.6913908333307608,0.6738963209155999,-0.044705462194567835,-0.03537949298059586,0.95,0.6914814565722671,0.7017638090205042
0.95,0.6853475108157484,0.7049045099171479,0.042850600372165204,0.02508249226480728,0.9465719519702267,0.6665063509461097,0.75
0.9465719519702267,0.6396992267856856,0.7730957067916606,-0.20236727945955824,-0.14969092014295798,0.95,0.6267766952966369,0.7914213562373096
0.95,0.6311221584612094,0.8386738410655715,-0.09888333608482042,-0.0722957981141791,0.95,0.575,0.8232050807568878
0.95,0.5784125015707958,0.8063915966927956,-0.2008288876193785,-0.1362448280375428,0.95,0.5147047612756303,0.8431851652578137
0.95,0.5096635049675631,0.819605867019873,-0.3199985233223988,-0.19509142131317814,0.95,0.45000000000000007,0.8500000000000001
0.95,0.45396762321252887,0.8269834879440808,-0.4,-0.22158704928501158,0.95,0.38529523872436994,0.8431851652578137
0.95,0.35809036997252647,0.8549069160404806,-0.4,-0.1832361479890106,0.95,0.32499999999999996,0.8232050807568878
0.95,0.3296332088847303,0.8521601955387478,-0.4,-0.17185328355389212,0.95,0.27322330470336315,0.7914213562373096
0.95,0.28106352345067825,0.8005364790064364,-0.4,-0.15242540938027133,0.95,0.2334936490538904,0.75
0.95,0.22287721249129738,0.8164245784737574,-0.4,-0.12915088499651897,0.95,0.20851854342773293,0.7017638090205041
0.95,0.1952009892053242,0.7147841037240072,-0.4,-0.11808039568212969,0.95,0.2,0.65
0.95,0.17190416904779346,0.6836803476369122,-0.4,-0.10876166761911739,0.95,0.20851854342773293,0.5982361909794958
0.95,0.1862999215234185,0.633899714410112,-0.4,-0.11451996860936742,0.95,0.23349364905389036,0.55
0.95,0.2082028092149321,0.6033154852077318,-0.4,-0.12328112368597285,0.95,0.2732233047033631,0.5085786437626905
0.95,0.27301938239086215,0.5562852079313438,-0.4,-0.14920775295634486,0.95,0.325,0.47679491924311224
0.95,0.32443833849791937,0.45698591576245257,-0.4,-0.16977533539916775,0.95,0.3852952387243698,0.4568148347421863
0.95,0.39482729807084943,0.45725523893887765,-0.4,-0.1979309192283398,0.95,0.45,0.45
0.95,0.4525985970833215,0.4479060364271359,-0.4,-0.22103943883332863,0.95,0.5147047612756301,0.4568148347421863
0.95,0.4852685142491464,0.47376943610647937,-0.4,-0.23410740569965857,0.95,0.575,0.4767949192431123
0.95,0.5791082105392251,0.46245242751049753,-0.13592535384716675,-0.0923080238180604,0.95,0.6267766952966369,0.5085786437626905
0.95,0.6169073311135594,0.5283631701902474,-0.16448469539155036,-0.11792028398218315,0.95,0.6665063509461097,0.55
0.95,0.6687813140158325,0.5721050959276016,-0.08995581479248019,-0.06915634949952779,0.95,0.6914814565722671,0.5982361909794959
0.95,0.7114125542622352,0.5684252546663013,0.011848473521271732,0.0072443054597492096,0.9490521221182983,0.7,0.65
0.9490521221182983,0.718452794455757,0.6698011247537101,0.10425973782576747,0.06447972620757049,0.9407113430922368,0.6914814565722671,0.7017638090205042
0.9407113430922368,0.6762126702260539,0.6603893314800465,-0.09796682455946457,-0.07604309048486936,0.948548689056994,0.6665063509461097,0.75
